,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164,C165,C166,C167,C168,C169,C170,C171,C172,C173,C174,C175,C176,C177,C178,C179,C180,C181,C182,C183,C184,C185,C186,C187,C188,C189,C190,C191,C192,C193,C194,C195,C196,C197,C198,C199,C200,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
C117,637.1,1268.3,1320.1,1797.9,1410.9,1204.2,1037.2,1259.8,918.6,454.5,317.9,979.9,1294.4,798.1,677.9,838.7,558.1,825.1,1097.3,1236.8,452.4,1119.3,1391.3,663.9,604.0,1050.6,649.5,768.0,397.8,708.2,666.4,2026.4,1127.5,452.6,528.6,733.1,656.3,1327.4,523.4,1050.3,1161.3,629.9,481.2,491.7,843.2,686.1,1434.0,173.4,750.0,1025.2,1421.2,1264.4,1588.0,730.3,2151.4,187.1,462.1,419.7,825.3,1520.2,1038.9,356.2,748.2,1008.1,1159.3,768.1,1440.6,196.4,514.8,361.7,1380.5,1796.1,1089.1,700.5,371.1,674.2,1086.9,743.7,761.7,356.0,1084.9,708.7,1071.1,1094.8,862.8,1766.3,1195.1,545.4,1434.3,695.5,453.0,1331.1,567.8,689.4,1189.7,536.8,658.0,1260.7,627.8,900.8,947.0,657.0,1743.8,674.8,1135.8,1444.1,857.3,761.9,1210.5,1089.2,1084.9,309.6,963.9,1246.3,511.1,1304.3,157.5,0.0,1146.9,994.9,802.9,988.5,1135.2,1757.9,1274.7,1751.2,1481.2,1283.6,612.5,666.4,887.1,1322.1,1244.7,438.5,1183.5,578.7,1190.1,576.6,1667.5,1577.7,984.6,698.7,1485.8,1314.0,902.9,991.4,1240.8,191.8,1084.6,684.8,907.6,739.1,702.0,1217.4,868.2,531.3,79.6,621.6,549.3,2110.4,461.2,823.2,586.3,1024.9,462.3,1644.7,584.7,865.6,677.3,814.9,482.5,802.8,446.0,1081.6,1092.1,1692.1,1185.3,761.3,1313.4,779.6,1092.9,746.1,921.6,1028.3,831.5,1280.7,754.2,918.6,870.6,1166.0,1192.4,1168.8,1361.2,719.2,1126.3,1183.3,397.7,773.3,2228.6,1454.4,2106.2,220.8,768.9,754.5,1721.2,843.8,1395.5,636.8,1158.3,1762.0,542.0,519.2,2124.4,1159.2,862.2,1571.1,1230.8,1269.0,825.7,1288.7,1052.2,749.3,1800.3,549.3,1788.0,841.6,1685.5,1318.3,651.8,1200.6,1094.7
C118,644.0,142.0,490.3,1667.5,500.6,101.4,716.7,2302.2,422.5,1063.4,1003.3,834.9,471.7,557.1,704.4,533.8,691.0,529.6,1209.0,602.5,821.9,415.5,2433.7,669.7,672.4,448.2,650.1,649.9,1083.2,704.8,940.2,1896.0,749.6,1011.9,1024.0,817.8,1698.7,464.7,853.7,357.6,516.6,733.8,1200.3,784.0,542.6,606.4,2476.4,1094.2,1792.4,2067.6,318.4,400.7,668.2,554.4,2021.0,1080.5,768.6,754.8,1867.7,1389.8,507.1,840.3,1790.6,371.6,618.2,730.8,1310.2,1155.2,702.3,1004.0,934.7,1665.7,376.3,650.3,1056.5,619.4,602.9,648.9,632.8,1228.8,111.5,550.8,539.3,446.2,523.4,1635.9,373.3,1105.8,462.6,1737.9,757.3,508.4,1610.2,1731.8,555.4,1065.8,645.1,177.8,602.6,438.4,465.1,1699.4,1613.4,1717.2,2178.2,610.5,534.7,724.6,107.7,138.9,315.2,889.4,526.4,426.7,1022.4,365.8,1226.2,1292.5,0.0,253.3,1845.3,455.0,500.9,1627.5,324.0,1620.8,378.4,333.3,1654.9,1708.8,438.2,371.8,174.3,1121.8,549.2,988.9,625.4,1619.0,1537.1,744.1,319.4,719.9,463.2,589.2,772.5,457.8,292.9,1219.1,248.3,1147.8,532.8,1781.5,1744.4,235.7,631.6,1002.2,1149.8,683.5,973.7,1980.0,1055.0,666.4,758.9,559.7,1025.4,1514.3,658.7,450.6,615.3,484.3,990.3,1845.2,997.7,91.1,463.4,1561.7,444.2,628.3,363.1,579.8,384.2,556.5,573.1,344.2,943.2,392.8,643.7,1961.0,683.1,509.0,229.8,723.0,275.0,1761.6,680.5,334.5,1115.1,464.3,2098.2,2496.8,1975.8,1179.6,492.5,546.7,1590.8,427.1,1265.1,1679.2,635.4,1631.6,960.5,1012.3,1994.0,208.9,513.7,2613.5,258.0,201.0,504.9,338.4,156.7,608.7,1669.9,962.9,1657.6,623.4,1555.1,2360.7,975.1,566.3,648.9
C119,466.0,298.0,686.6,1489.7,696.9,314.8,864.1,2131.6,307.3,1012.4,884.9,982.6,668.0,441.3,756.3,362.1,513.0,572.3,1260.9,368.9,643.9,638.4,2263.1,721.6,545.8,616.9,472.1,471.9,964.8,575.9,992.1,1718.2,897.0,1000.3,1075.9,688.9,1528.1,661.0,699.4,495.0,712.9,561.0,1081.9,606.0,364.6,472.1,2305.8,984.4,1621.8,1897.0,515.8,419.1,742.7,376.4,1843.2,970.7,647.3,576.8,1697.1,1212.0,427.6,662.3,1620.0,404.7,380.2,782.7,1132.4,977.2,524.3,826.0,712.4,1487.9,599.2,472.3,938.1,441.4,545.3,718.2,499.8,1119.0,195.5,602.7,416.5,642.5,345.4,1458.1,349.8,1157.7,665.5,1567.3,579.3,704.7,1439.6,1561.2,321.8,1117.7,467.1,296.9,455.3,476.1,602.5,1528.8,1435.6,1546.6,2007.6,806.8,431.2,776.5,321.1,335.2,239.6,711.4,692.2,623.0,1021.2,459.0,1048.2,1202.6,257.5,0.0,1674.7,377.3,289.9,1449.7,520.7,1443.0,590.9,529.6,1484.3,1538.2,475.9,568.1,387.7,1173.7,338.2,1040.8,825.5,1448.4,1359.3,940.4,466.8,771.8,666.1,785.5,919.9,380.1,540.1,1084.0,234.8,1199.7,675.8,1610.9,1573.8,482.9,779.0,1054.1,971.8,735.4,1025.6,1802.2,1106.9,533.4,751.2,708.5,1007.2,1336.5,480.7,273.5,437.3,536.2,1001.9,1674.6,946.7,260.9,686.3,1383.9,640.5,499.4,559.4,419.4,607.1,378.5,401.9,258.6,995.1,435.4,695.6,1790.4,554.2,271.0,452.7,500.7,465.8,1591.0,458.2,560.7,998.4,528.2,1920.4,2326.2,1798.0,1001.6,556.4,368.7,1413.0,464.8,1087.3,1508.6,490.2,1453.8,1012.4,1064.2,1816.2,405.2,478.8,2442.9,476.8,359.6,556.8,534.7,274.9,430.7,1492.1,1014.8,1479.8,701.3,1377.3,2190.1,1027.0,332.7,426.6
C120,1316.3,1947.5,1751.1,1914.5,1841.9,1883.4,1468.2,938.2,1597.8,942.9,937.9,1410.9,1725.4,1477.3,1196.3,1517.9,1237.3,1516.5,1525.8,1916.0,1131.6,1575.3,1069.7,1202.5,1295.4,1499.3,1328.7,1447.2,917.9,1387.4,1097.4,2705.6,1558.5,883.6,905.8,1412.3,211.3,1758.4,1202.6,1555.3,1592.3,1309.1,912.2,1170.9,1522.4,1365.3,1112.4,901.8,544.5,951.8,2094.3,1943.6,2203.6,1409.5,2830.6,915.5,1148.0,1098.9,380.5,2199.4,1718.1,1035.4,249.5,1687.3,1838.5,1234.3,2119.8,931.6,1194.0,1040.9,2059.7,2475.3,1545.1,1379.7,891.2,1353.4,1766.1,1282.3,1440.9,1084.4,1764.1,1377.2,1750.3,1525.8,1542.0,2445.5,1874.3,922.6,1979.3,180.6,1132.2,1762.1,319.4,157.7,1868.9,916.8,1337.2,1939.9,1307.0,1585.9,1462.9,583.6,2423.0,332.4,814.2,1875.1,1536.5,1228.1,1878.0,1768.4,1764.1,988.8,1394.9,1696.3,942.1,1983.5,892.7,735.2,1826.1,1674.1,0.0,1667.7,1814.4,2437.1,1850.4,2430.4,2042.8,1793.7,364.1,199.5,1572.2,1772.1,1818.1,815.7,1862.7,970.1,1621.1,289.2,1979.7,2008.7,1555.7,1312.2,2030.8,1745.0,1333.9,1670.6,1696.8,829.0,1763.8,1062.0,1424.0,218.2,228.1,1776.0,1299.2,959.8,814.8,1240.6,930.4,2789.6,838.4,1502.4,1245.4,1455.9,911.3,2022.8,1263.9,1544.8,1356.5,1487.5,913.5,460.4,984.6,1760.8,1548.1,1979.6,1616.3,1440.5,1763.4,1458.8,1548.9,1425.3,1600.8,1707.5,1260.0,1959.9,1417.1,845.2,1549.8,1845.2,1751.0,1848.0,2040.4,156.6,1805.5,1632.8,828.7,1452.5,2907.8,1132.8,2785.4,956.0,1460.3,1433.7,1896.7,1528.9,2074.7,563.4,1837.5,2441.2,969.7,950.2,2803.6,1735.7,1541.4,1249.5,1730.5,1948.2,1402.7,1738.7,1712.6,1428.5,1912.1,980.3,2467.2,1380.2,1968.0,996.7,1068.5,1879.8,1773.9
C121,444.4,538.7,711.0,1388.7,721.3,474.6,885.6,2110.0,93.8,974.5,863.3,1004.1,692.4,278.3,807.1,199.8,490.1,580.2,1261.9,509.2,622.3,662.8,2241.5,793.1,524.2,638.4,450.5,422.0,943.2,426.0,993.1,1617.2,918.5,962.4,1096.1,539.0,1506.5,685.4,574.9,516.5,737.3,455.0,1060.3,584.4,344.4,387.3,2284.2,962.8,1600.2,1875.4,691.6,536.8,860.4,263.8,1742.2,949.1,625.7,555.2,1675.5,1111.0,199.2,640.7,1598.4,412.5,405.6,864.8,1031.4,955.6,502.7,739.2,626.8,1386.9,623.6,449.4,916.5,383.2,239.4,800.3,354.0,1097.4,355.3,684.8,231.4,666.9,180.5,1357.1,467.5,1155.9,704.7,1545.7,557.7,729.1,1418.0,1539.6,462.1,1115.9,378.1,533.1,433.7,558.2,624.0,1507.2,1334.6,1525.0,1986.0,831.2,200.8,858.6,480.9,359.6,357.3,689.8,713.7,647.4,977.3,576.7,1026.6,1181.0,417.3,435.1,1653.1,0.0,407.6,1348.7,545.1,1342.0,751.6,554.0,1462.7,1516.6,558.0,592.5,515.1,1179.3,455.9,1061.0,849.9,1426.8,1258.3,964.8,488.3,827.9,756.2,809.9,941.4,79.6,576.3,1062.4,355.0,1219.9,701.7,1589.3,1552.2,513.8,800.5,1048.8,950.2,750.8,1045.8,1701.2,1112.5,387.6,670.0,730.0,969.3,1235.5,459.1,231.1,414.4,618.3,964.0,1653.0,908.8,352.0,710.7,1282.9,664.9,349.5,583.8,340.8,631.5,328.6,192.4,408.3,996.1,553.1,777.7,1768.8,404.3,438.4,477.1,415.1,633.6,1569.4,372.6,585.1,976.8,489.2,1819.4,2304.6,1697.0,980.0,543.1,347.1,1312.0,546.9,986.3,1487.0,327.5,1352.8,1032.6,1041.9,1715.2,429.6,234.9,2421.3,501.2,541.4,638.9,559.1,322.6,377.1,1391.1,1035.0,1378.8,783.4,1276.3,2168.5,1047.2,473.0,341.0
C122,662.2,506.1,847.2,1685.9,857.5,555.2,1021.8,2327.8,460.3,1208.6,1081.1,1140.3,828.6,594.9,974.6,558.3,709.2,790.6,1479.2,382.9,840.1,799.0,2459.3,939.9,742.0,774.6,668.3,668.1,1161.0,742.6,1210.4,1914.4,1054.7,1196.5,1294.2,855.6,1724.3,821.6,891.5,652.7,873.5,757.2,1278.1,802.2,560.8,668.3,2502.0,1180.6,1818.0,2093.2,516.4,346.3,623.2,572.6,2039.4,1166.9,843.5,773.0,1893.3,1408.2,544.9,858.5,1816.2,610.7,542.1,1001.0,1328.6,1173.4,720.5,1022.2,910.5,1684.1,759.8,668.5,1134.3,637.6,640.7,936.5,670.6,1315.2,491.5,821.0,577.1,803.1,541.6,1654.3,277.0,1373.7,642.8,1763.5,775.5,865.3,1635.8,1757.4,335.8,1333.7,663.3,487.9,651.5,694.4,760.2,1725.0,1631.8,1742.8,2203.8,967.4,572.5,994.8,536.4,495.8,387.4,907.6,849.9,783.6,1217.4,386.2,1244.4,1398.8,553.5,336.2,1870.9,492.8,0.0,1645.9,681.3,1639.2,568.2,690.2,1680.5,1734.4,694.2,728.7,603.0,1392.0,48.3,1259.1,986.1,1644.6,1555.5,1101.0,624.5,990.1,643.4,946.1,1077.6,495.6,712.5,1280.2,491.2,1418.0,837.9,1807.1,1770.0,650.0,936.7,1272.4,1168.0,953.7,1243.9,1998.4,1325.2,704.2,947.4,866.2,1203.4,1532.7,676.9,474.9,633.5,754.5,1198.1,1870.8,1142.9,488.2,846.9,1580.1,801.1,666.1,720.0,615.6,767.7,574.7,598.1,464.6,1213.4,362.6,913.9,1986.6,720.9,350.7,613.3,698.8,443.1,1787.2,656.3,721.3,1194.6,748.8,2116.6,2522.4,1994.2,1197.8,777.0,564.9,1609.2,683.1,1283.5,1704.8,673.2,1650.0,1230.7,1276.0,2012.4,565.8,551.5,2639.1,637.4,437.9,775.1,695.3,458.8,626.9,1688.3,1233.1,1676.0,919.6,1573.5,2386.3,1245.3,346.7,624.7
C123,1320.7,1757.3,1929.6,1042.0,1939.9,1693.2,2104.2,2668.1,1376.6,1847.9,1711.3,2150.6,1911.0,1136.4,1743.0,1303.8,1320.2,1672.7,2193.7,1725.8,1498.6,1881.4,2799.6,1729.0,1400.5,1857.0,1326.8,1255.7,1791.2,1202.9,1924.9,941.6,2137.1,1855.0,1960.3,1253.0,2354.5,1904.0,1347.7,1735.1,1955.9,1256.1,1908.3,1386.2,1328.6,1326.8,2842.3,1810.8,2448.2,2723.4,1910.2,1753.4,2077.0,1268.8,1066.6,1797.1,1502.0,1431.5,2523.5,323.5,1482.0,1517.0,2446.4,1536.0,1648.3,1833.2,448.4,1803.6,1379.0,1510.6,1869.5,190.4,1842.2,1279.5,1764.5,1279.8,1470.8,1808.8,1155.1,1945.4,1573.9,1688.2,1514.2,1885.5,1327.9,8.4,1684.1,2003.9,1923.3,2393.7,1434.0,1947.7,2266.0,2387.6,1678.7,1963.9,1274.7,1749.7,1310.0,1776.8,1842.6,2355.2,14.1,2373.0,2544.1,2049.8,1284.3,1827.0,1699.5,1578.2,1573.9,1537.8,1932.3,1866.0,1875.9,1793.3,1874.6,2029.0,1635.9,1483.9,2501.1,1370.8,1624.2,0.0,1763.7,6.7,1970.2,1772.6,2310.7,2364.6,1776.6,1811.1,1733.7,2027.3,1672.5,1981.1,2068.5,2274.8,911.6,2183.4,1706.9,1763.8,1974.8,2028.5,2068.5,1379.0,1794.9,1910.4,1573.6,2116.5,1888.7,2437.3,2400.2,1732.4,2019.1,1941.4,1798.2,1686.7,1951.7,866.7,1960.5,1188.7,1605.9,1948.6,1855.7,888.8,1335.4,1354.6,1244.5,1794.4,1856.6,2501.0,1801.4,1570.6,1929.3,941.2,1883.5,1180.7,1802.4,1322.3,1850.1,1176.2,1382.4,1517.3,1927.9,1769.7,1733.7,2616.8,1131.8,1655.0,1695.7,1657.8,1850.2,2417.4,1615.3,1803.7,1824.8,1455.5,1143.8,2862.7,1021.4,1828.0,1557.6,1162.1,965.3,1765.5,1171.0,2335.0,1610.3,4.1,1944.4,1934.5,1039.6,1648.2,1223.0,2979.4,1719.8,1758.0,1806.8,1777.7,1541.2,1165.0,1044.4,1943.9,568.9,1893.1,929.6,2726.6,1979.0,1689.6,1583.7
C124,778.3,376.0,431.3,1801.8,441.6,270.5,698.1,2325.1,556.8,1091.8,1134.9,790.7,412.7,691.4,823.0,668.1,825.3,667.0,1266.4,736.8,956.2,416.9,2456.6,764.7,809.8,446.5,784.4,784.2,1135.4,839.1,983.5,2030.3,699.6,1034.8,1046.9,952.1,1721.6,405.7,988.0,451.4,441.4,868.1,1231.1,918.3,676.9,743.8,2499.3,1225.8,1815.3,2090.5,315.9,490.8,681.9,688.7,2155.3,1212.1,906.0,889.1,1890.6,1524.1,641.4,974.6,1813.5,509.0,810.5,778.9,1444.5,1289.5,836.6,1138.3,1069.0,1800.0,470.1,784.6,1108.7,753.7,737.2,705.7,767.1,1360.4,377.1,719.5,673.6,371.0,657.7,1770.2,463.4,1128.7,203.5,1760.8,891.6,449.4,1633.1,1754.7,689.7,1088.7,779.4,447.8,740.0,594.2,481.2,1722.3,1747.7,1740.1,2201.1,551.5,669.0,785.1,234.3,274.0,584.9,1023.7,515.9,351.5,1045.3,455.9,1360.5,1315.4,317.0,511.2,1868.2,589.3,635.2,1761.8,0.0,1755.1,267.0,186.2,1677.8,1731.7,594.0,312.8,174.4,1144.7,683.5,1011.8,554.0,1641.9,1671.4,685.1,413.2,839.1,255.0,530.2,812.7,592.1,301.1,1350.7,429.6,1170.7,572.3,1804.4,1767.3,213.9,664.0,1025.1,1284.1,802.7,996.6,2114.3,1077.9,800.7,896.3,549.2,1048.3,1648.6,793.0,591.0,749.6,653.0,1013.2,1868.1,1077.2,304.0,423.2,1696.0,369.0,762.6,304.1,717.2,410.7,690.8,707.4,481.6,1000.6,482.9,762.9,1983.9,817.4,666.0,356.6,857.3,346.0,1784.5,814.8,285.2,1138.0,601.7,2232.5,2519.7,2110.1,1313.9,629.9,681.0,1725.1,582.9,1399.4,1702.1,769.7,1765.9,983.4,1035.2,2128.3,133.7,648.0,2636.4,201.3,471.0,616.1,279.4,369.6,743.0,1804.2,985.8,1791.9,692.0,1689.4,2383.6,998.0,700.6,783.2
C125,1314.0,1750.6,1922.9,1035.3,1933.2,1686.5,2097.5,2661.4,1369.9,1841.2,1704.6,2143.9,1904.3,1129.7,1736.3,1297.1,1313.5,1666.0,2187.0,1719.1,1491.9,1874.7,2792.9,1722.3,1393.8,1850.3,1320.1,1249.0,1784.5,1196.2,1918.2,934.9,2130.4,1848.3,1953.6,1246.3,2347.8,1897.3,1341.0,1728.4,1949.2,1249.4,1901.6,1379.5,1321.9,1320.1,2835.6,1804.1,2441.5,2716.7,1903.5,1746.7,2070.3,1262.1,1059.9,1790.4,1495.3,1424.8,2516.8,316.8,1475.3,1510.3,2439.7,1529.3,1641.6,1826.5,441.7,1796.9,1372.3,1503.9,1862.8,183.7,1835.5,1272.8,1757.8,1273.1,1464.1,1802.1,1148.4,1938.7,1567.2,1681.5,1507.5,1878.8,1321.2,15.1,1677.4,1997.2,1916.6,2387.0,1427.3,1941.0,2259.3,2380.9,1672.0,1957.2,1268.0,1743.0,1303.3,1770.1,1835.9,2348.5,7.4,2366.3,2537.4,2043.1,1277.6,1820.3,1692.8,1571.5,1567.2,1531.1,1925.6,1859.3,1869.2,1786.6,1867.9,2022.3,1629.2,1477.2,2494.4,1364.1,1617.5,6.7,1757.0,0.0,1963.5,1765.9,2304.0,2357.9,1769.9,1804.4,1727.0,2020.6,1665.8,1974.4,2061.8,2268.1,904.9,2176.7,1700.2,1757.1,1968.1,2021.8,2061.8,1372.3,1788.2,1903.7,1566.9,2109.8,1882.0,2430.6,2393.5,1725.7,2012.4,1934.7,1791.5,1680.0,1945.0,860.0,1953.8,1182.0,1599.2,1941.9,1849.0,882.1,1328.7,1347.9,1237.8,1787.7,1849.9,2494.3,1794.7,1563.9,1922.6,934.5,1876.8,1174.0,1795.7,1315.6,1843.4,1169.5,1375.7,1510.6,1921.2,1763.0,1727.0,2610.1,1125.1,1648.3,1689.0,1651.1,1843.5,2410.7,1608.6,1797.0,1818.1,1448.8,1137.1,2856.0,1014.7,1821.3,1550.9,1155.4,958.6,1758.8,1164.3,2328.3,1603.6,10.8,1937.7,1927.8,1032.9,1641.5,1216.3,2972.7,1713.1,1751.3,1800.1,1771.0,1534.5,1158.3,1037.7,1937.2,562.2,1886.4,922.9,2719.9,1972.3,1682.9,1577.0
C126,967.0,301.8,596.5,1990.5,606.8,350.9,884.0,2492.3,745.5,1259.0,1304.1,977.7,577.9,880.1,990.2,856.8,1014.0,855.7,1433.6,752.2,1144.9,584.1,2623.8,931.9,998.5,613.7,973.1,972.9,1302.6,1027.8,1150.7,2219.0,864.8,1202.0,1214.1,1140.8,1888.8,570.9,1176.7,668.2,628.4,1056.8,1398.3,1107.0,865.6,932.5,2666.5,1395.0,1982.5,2257.7,143.3,353.4,620.9,877.4,2344.0,1381.3,1094.7,1077.8,2057.8,1712.8,830.1,1163.3,1980.7,697.7,864.7,946.1,1633.2,1478.2,1025.3,1327.0,1233.1,1988.7,637.3,973.3,1275.9,942.4,925.9,872.9,955.8,1529.6,457.5,892.2,862.3,538.2,846.4,1958.9,326.0,1295.9,143.9,1928.0,1080.3,614.6,1800.3,1921.9,705.1,1255.9,968.1,393.6,928.7,782.9,648.4,1889.5,1936.4,1907.3,2368.3,716.7,857.7,952.3,320.6,454.2,531.0,1212.4,683.1,538.5,1212.5,318.5,1549.2,1482.6,411.5,589.4,2035.4,778.0,562.0,1950.5,261.9,1943.8,0.0,351.4,1845.0,1898.9,782.7,478.0,289.5,1311.9,610.3,1179.0,741.0,1809.1,1860.1,850.3,630.0,1008.3,144.5,695.4,979.9,780.8,517.9,1519.9,594.3,1337.9,739.5,1971.6,1934.5,430.7,831.2,1192.3,1472.8,971.9,1163.8,2303.0,1245.1,989.4,1085.0,716.4,1215.5,1837.3,981.7,779.7,938.3,842.0,1180.4,2035.3,1244.4,448.8,590.4,1884.7,556.0,951.3,469.3,905.9,577.9,879.5,896.1,670.3,1167.8,345.5,932.1,2151.1,1006.1,673.3,550.1,1021.4,173.1,1951.7,978.9,502.0,1305.2,790.4,2421.2,2686.9,2298.8,1502.6,818.6,869.7,1913.8,771.6,1588.1,1869.3,958.4,1954.6,1150.6,1202.4,2317.0,350.5,836.7,2803.6,418.1,349.0,818.7,444.6,514.4,931.7,1992.9,1153.0,1980.6,859.2,1878.1,2550.8,1165.2,716.0,947.3
C127,773.9,424.4,369.2,1797.4,379.5,303.3,656.7,2265.0,552.4,1031.7,1076.8,739.7,350.6,687.0,762.9,663.7,820.9,662.6,1206.3,732.4,951.8,356.8,2396.5,704.6,805.4,386.4,780.0,779.8,1075.3,834.7,923.4,2025.9,637.5,974.7,986.8,947.7,1661.5,343.6,983.6,475.2,390.4,863.7,1171.0,913.9,672.5,739.4,2439.2,1167.7,1755.2,2030.4,410.3,565.7,639.8,684.3,2150.9,1154.0,901.6,884.7,1830.5,1519.7,637.0,970.2,1753.4,504.6,806.1,718.8,1440.1,1285.1,832.2,1133.9,1064.6,1795.6,410.0,780.2,1048.6,749.3,732.8,645.6,762.7,1302.3,377.9,664.9,669.2,310.9,653.3,1765.8,538.3,1068.6,274.6,1700.7,887.2,387.3,1573.0,1694.6,685.3,1028.6,775.0,480.6,735.6,589.8,421.1,1662.2,1743.3,1680.0,2141.0,489.4,664.6,725.0,267.1,269.6,580.5,1019.3,455.8,300.5,985.2,530.8,1356.1,1255.3,312.6,506.8,1808.1,584.9,630.8,1757.4,172.3,1750.7,338.1,0.0,1617.7,1671.6,589.6,250.7,207.2,1084.6,679.1,951.7,503.0,1581.8,1667.0,623.0,437.0,781.0,326.1,468.1,752.6,587.7,309.6,1292.6,425.2,1110.6,512.2,1744.3,1707.2,237.7,603.9,965.0,1273.0,744.6,936.5,2109.9,1017.8,796.3,871.5,489.1,988.2,1644.2,788.6,586.6,745.2,628.3,953.1,1808.0,1017.1,299.6,363.1,1691.6,318.0,758.2,242.0,712.8,350.6,686.4,703.0,477.2,940.5,557.8,704.8,1923.8,813.0,661.6,380.4,852.9,440.0,1724.4,810.4,279.5,1077.9,597.3,2228.1,2459.6,2105.7,1309.5,625.5,676.6,1720.7,578.5,1395.0,1642.0,765.3,1761.5,923.3,975.1,2123.9,157.5,643.6,2576.3,220.3,503.8,591.4,217.3,365.2,738.6,1799.8,925.7,1787.5,631.9,1685.0,2323.5,937.9,696.2,778.8
C128,1140.3,1771.5,1575.1,2016.8,1665.9,1707.4,1292.2,1040.5,1421.8,766.9,761.9,1234.9,1549.4,1301.3,1020.3,1341.9,1061.3,1340.5,1349.8,1740.0,955.6,1399.3,1172.0,1026.5,1119.4,1323.3,1152.7,1271.2,741.9,1211.4,921.4,2529.6,1382.5,707.6,729.8,1236.3,299.3,1582.4,1026.6,1379.3,1416.3,1133.1,736.2,994.9,1346.4,1189.3,1214.7,725.8,283.2,758.1,1918.3,1767.6,2027.6,1233.5,2654.6,739.5,972.0,922.9,606.0,2023.4,1542.1,859.4,496.7,1511.3,1662.5,1058.3,1943.8,755.6,1018.0,864.9,1883.7,2299.3,1369.1,1203.7,715.2,1177.4,1590.1,1106.3,1264.9,908.4,1588.1,1201.2,1574.3,1349.8,1366.0,2269.5,1698.3,746.6,1803.3,284.8,956.2,1586.1,58.1,352.6,1692.9,740.8,1161.2,1763.9,1131.0,1409.9,1286.9,389.9,2247.0,455.5,916.5,1699.1,1360.5,1052.1,1702.0,1592.4,1588.1,812.8,1218.9,1520.3,766.1,1807.5,716.7,559.2,1650.1,1498.1,359.6,1491.7,1638.4,2261.1,1674.4,2254.4,1866.8,1617.7,0.0,322.8,1396.2,1596.1,1642.1,639.7,1686.7,794.1,1445.1,357.3,2082.0,1832.7,1379.7,1136.2,1854.8,1569.0,1157.9,1494.6,1520.8,653.0,1587.8,886.0,1248.0,465.4,475.3,1600.0,1123.2,783.8,638.8,1064.6,754.4,2613.6,662.4,1326.4,1069.4,1279.9,735.3,2125.1,1087.9,1368.8,1180.5,1311.5,737.5,583.5,808.6,1584.8,1372.1,2081.9,1440.3,1264.5,1587.4,1282.8,1372.9,1249.3,1424.8,1531.5,1084.0,1783.9,1241.1,651.5,1373.8,1669.2,1575.0,1672.0,1864.4,403.8,1629.5,1456.8,652.7,1276.5,2731.8,1235.1,2609.4,780.0,1284.3,1257.7,1999.0,1352.9,1898.7,369.7,1661.5,2265.2,793.7,774.2,2627.6,1559.7,1365.4,1351.8,1554.5,1772.2,1226.7,1562.7,1536.6,1252.5,2014.4,804.3,2291.2,1204.2,2070.3,1099.0,892.5,1703.8,1597.9
