,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,C151,C152,C153,C154,C155,C156,C157,C158,C159,C160,C161,C162,C163,C164,C165,C166,C167,C168,C169,C170,C171,C172,C173,C174,C175,C176,C177,C178,C179,C180,C181,C182,C183,C184,C185,C186,C187,C188,C189,C190,C191,C192,C193,C194,C195,C196,C197,C198,C199,C200,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
C114,5.6405,11.0325,9.883700000000001,29.038,11.2214,10.801,5.9211,21.4358,10.212200000000001,1.3406,2.4839,5.474600000000001,8.973799999999999,8.370299999999999,3.253,8.2,5.0309,6.622,4.234,15.664100000000001,4.7257,6.9524,22.1036,3.472,4.5314,6.1456,5.6414,6.477,2.0208,8.3879,2.5221999999999998,28.9501,6.8435,0.468,2.107,8.301200000000001,10.8333,9.694799999999999,6.8856,6.8876,7.506399999999999,6.4924,2.2498,5.634399999999999,7.7254,6.3278,23.5337,3.9228,9.9867,12.5719,12.5059,15.834299999999999,15.7663,7.068899999999999,29.788,3.768,3.3501,4.5177,12.6829,21.9998,11.2651,5.1034,11.211200000000002,8.283100000000001,12.789399999999999,3.4815,20.451,6.3876,4.7602,6.8689,14.8055,23.5485,6.5935,5.9837,1.8357,5.901,10.2258,4.2428,7.1022,4.3393999999999995,9.4976,5.4253,11.5383,6.843,8.405299999999999,23.415599999999998,15.349,2.7312,12.0468,11.0758,4.4803999999999995,9.1712,9.2987,11.1022,14.9876,2.5724,6.4698,11.4121,5.6757,7.2082,5.7811,9.5296,23.321900000000003,10.4046,19.7912,10.5824,8.4266,3.4385,10.867899999999999,11.1145,13.3191,4.8273,5.4216999999999995,8.3538,0.0,13.142,6.2045,4.7768999999999995,10.223600000000001,11.956,12.0675,10.0471,14.943100000000001,23.3808,10.2887,23.3529,12.735100000000001,9.541,9.416,10.8542,7.1364,9.553700000000001,10.2529,3.527,15.2065,1.6344,7.661899999999999,10.294799999999999,25.899900000000002,10.9532,6.7764,4.231199999999999,12.364799999999999,9.3491,4.6243,10.2083,7.7943999999999996,5.0965,9.749600000000001,2.9771,5.1789,12.0675,10.9662,8.4233,4.32,1.1485999999999998,4.9483999999999995,3.774,1.2904,24.8609,2.6709,7.5964,3.637,5.9364,1.0400999999999998,25.0521,4.9961,8.670399999999999,5.9479,6.7193000000000005,0.8332,11.1688,1.3882,9.0861,6.7299,24.622700000000002,7.6345,8.7928,9.895700000000001,7.0978,6.761100000000001,7.8395,8.7232,8.880600000000001,3.1411,13.4114,5.5807,11.5719,10.369299999999999,14.1706,8.142,13.2843,12.333200000000001,11.3701,13.058,7.7604,1.1408,6.3627,30.0322,23.234599999999997,29.4405,6.4891000000000005,6.1864,6.6615,27.0898,6.7142,16.514200000000002,9.389899999999999,12.706,23.3979,0.8491000000000001,1.065,29.426099999999998,9.3041,9.1479,24.6941,8.7797,11.953,5.7574,9.289,8.5446,6.5332,28.5716,0.7412000000000001,24.7491,5.029100000000001,26.4115,21.191200000000002,2.1780999999999997,15.1441,12.6609
C115,11.4863,2.0448,8.1103,31.447,8.2473,2.4828,10.3392,35.875800000000005,7.5436000000000005,16.3184,16.126,11.0609,6.9443,10.7729,10.356,9.2646,11.1694,7.934699999999999,13.034,6.2429,12.9754,6.7253,36.5436,9.8542,12.0202,7.4431,11.2914,10.9644,16.9907,12.6564,12.565299999999999,31.359099999999998,10.636299999999999,13.0634,13.578700000000001,13.2704,25.2733,7.6653,13.3221,5.2416,7.5346,11.5778,17.787,12.367799999999999,8.4251,11.2708,37.973800000000004,17.1756,24.4268,27.0119,2.0149,0.6796,3.7672,9.7029,32.197,17.0209,12.9419,12.552100000000001,27.123,24.4087,8.2985,13.4231,25.6513,6.519699999999999,6.009600000000001,10.1518,22.86,16.7175,11.8525,14.2469,8.769,25.9574,5.1556999999999995,10.8409,16.8056,11.0769,10.130600000000001,8.2292,11.699,17.592200000000002,3.7574,8.361799999999999,8.5718,6.418,9.183,25.8246,1.0318,14.2029,3.5258000000000003,25.515900000000002,12.514700000000001,7.1417,23.7387,25.5422,5.5664,14.044,11.3683,2.1753,11.2838,6.8542,8.0049,23.9696,25.730900000000002,24.8446,34.231300000000005,9.3371,9.8798,10.108799999999999,2.4682,3.6484,2.8981999999999997,13.8979,7.982,5.7897,13.2207,0.0,17.577900000000003,20.395799999999998,3.2506,5.7068,26.5076,8.0437,3.5935,25.7898,3.4785,25.7618,2.7096,4.783,23.856099999999998,25.2942,7.026,6.345899999999999,3.0678,14.9986,3.8568000000000002,13.1061,8.8219,24.7348,28.308799999999998,9.707799999999999,5.0539,10.1731,3.5559000000000003,10.1156,9.1057,8.012,4.2316,18.006700000000002,5.1908,14.448799999999999,7.0153,26.5075,25.406200000000002,4.5043999999999995,9.182799999999999,13.187,16.935,10.1304,13.005799999999999,27.2699,14.1426,11.8158,10.575899999999999,8.330200000000001,13.4468,27.4611,11.429799999999998,7.6647,10.5669,7.7053,13.24,25.608900000000002,15.799,3.6413,6.9695,27.031599999999997,6.1401,12.0416,6.688,9.1294,6.9699,10.2485,9.5033,6.926,11.9412,0.2471,9.3464,26.012,12.9596,4.7493,4.0222,7.2478,1.5395999999999999,25.8101,7.0215,5.315300000000001,17.3762,7.4994,32.4412,37.6746,31.849400000000003,16.8191,7.487100000000001,10.0848,29.4987,6.932,18.9232,23.83,9.7045,25.806900000000002,12.7008,13.2928,31.835099999999997,3.8381999999999996,10.6902,39.1342,4.331600000000001,0.9819,7.8435,6.081300000000001,4.24,10.667200000000001,30.9806,12.725100000000001,27.158,7.4557,28.820400000000003,35.6313,12.82,5.722899999999999,6.6244
C116,6.9574,16.2328,15.2537,27.8938,16.5913,16.0014,11.2911,19.7033,11.5291,4.645899999999999,3.506,10.8446,14.7929,8.171899999999999,7.4562,9.3249,6.354100000000001,8.2813,9.4702,16.981,4.8206999999999995,12.0246,20.371,7.3067,5.973,11.1185,6.9583,7.6718,4.3708,7.4915,7.8922,27.806,12.2135,5.4288,4.927899999999999,7.4048,9.100700000000002,15.5138,5.5726,11.227799999999998,13.156799999999999,6.6452,5.167,5.7257,9.174100000000001,7.3072,21.8012,1.974,8.2542,10.8393,17.6233,17.1512,21.422400000000003,8.215,28.643900000000002,2.1288,4.5311,5.1006,10.9504,20.8556,12.582,4.2132,9.4787,9.8635,14.1063,8.0914,19.3068,1.1527,6.077100000000001,3.9269000000000003,16.1224,22.4043,11.6656,7.3067,4.1857,7.224,11.3508,8.0775,7.696,2.9535,14.698,7.5802,12.8552,12.4006,9.5302,22.2715,16.6659,4.856199999999999,20.185200000000002,9.3433,5.2987,14.990200000000002,7.5661000000000005,9.3697,16.3045,4.9779,7.4532,16.6348,6.9226,9.1631,10.274,7.7971,22.177799999999998,8.672,18.0587,15.952399999999999,9.4099,8.048399999999999,16.2376,16.7725,14.636,3.7241999999999997,10.7917,13.638200000000001,5.8968,17.4825,0.0,4.4536999999999995,15.424,13.2729,10.335,12.3856,16.26,22.2367,18.5898,22.2087,17.9443,18.8086,7.6835,9.1217,9.091299999999999,14.8381,18.553900000000002,3.6502,16.523400000000002,5.7261999999999995,13.0319,8.5622,24.7557,16.3232,10.906,7.3105,20.5032,14.719,9.994299999999999,12.2787,12.8666,1.5555,14.234,6.2391000000000005,9.805299999999999,10.335,9.2337,12.8297,9.69,5.3919,0.9884,6.8533,5.2108,23.7168,4.248,8.0022,6.5001999999999995,11.3064,4.8568,23.908,6.5685,11.1142,7.270899999999999,8.6742,5.0636,9.4363,4.5188999999999995,15.4405,11.802100000000001,23.4785,13.1921,7.8964,15.1801,8.7087,11.833200000000001,9.1565,9.8481,12.7316,8.3773,17.3495,7.735600000000001,9.8394,9.001299999999999,15.4875,12.5485,14.6012,18.687,9.6375,14.3749,13.044799999999999,4.7562,7.943,28.888099999999998,21.502,28.2963,1.2543,7.7667,7.9848,25.9456,8.6691,15.3701,7.6574,14.0229,22.2538,5.6522,5.4361999999999995,28.282,17.7697,10.464799999999999,22.961599999999997,18.263,16.8967,9.2141,14.5734,15.1579,7.8565,27.4275,5.8144,23.6049,8.8638,25.2673,19.4587,6.7915,16.461,13.977799999999998
C117,6.0218,15.2973,15.1744,26.958299999999998,16.5121,15.0658,11.211799999999998,19.824,10.5935,4.3822,3.2423,10.7653,14.2645,7.2363,7.0408,8.3894,5.4186000000000005,7.8161000000000005,9.054799999999998,16.0455,3.8851,11.609200000000001,20.4917,6.8913,5.507899999999999,10.703,6.0228,6.7362,4.107,6.555899999999999,7.813,26.8704,12.1342,5.3495,6.1646,6.4693000000000005,9.2214,14.9855,4.6371,10.812299999999999,12.7971,5.7097,5.0878000000000005,4.790100000000001,8.2385,6.3716,21.9219,1.7103,8.3749,10.9601,16.6877,16.215600000000002,20.4868,7.2795,27.708299999999998,1.8651,4.0659,4.165,11.0711,19.920099999999998,11.6465,3.2776,9.5994,8.9225,13.1707,7.676,18.371299999999998,1.6107,5.1415,2.9914,15.1869,21.468700000000002,11.250200000000001,6.3712,3.9219,6.288399999999999,10.4152,7.662100000000001,6.7605,2.6898,13.7624,7.1151,11.9197,12.133700000000001,8.594700000000001,21.335900000000002,15.7303,6.092899999999999,19.2497,9.464,4.3631,14.4619,7.6868,9.4904,15.369,5.9957,6.517600000000001,15.6993,5.987,8.698,9.858600000000001,7.917800000000001,21.2422,8.7927,18.1794,15.8732,8.4744,7.633,15.302,15.8369,13.7005,2.7887,10.7125,13.2228,5.8176000000000005,16.547,1.4276,0.0,14.4884,12.337299999999999,10.4557,11.4501,15.3245,21.301099999999998,17.6542,21.2732,17.0088,17.873099999999997,7.8042,9.2424,8.6262,19.4651,17.6184,4.8869,15.5879,6.7438,12.9527,8.683,23.8202,16.2439,9.928799999999999,6.8951,19.5676,14.6398,9.915,11.3431,12.4512,1.7964,13.298399999999999,7.4758000000000004,9.3898,10.4557,9.3544,11.8525,9.6108,5.8031999999999995,0.7246,6.4379,6.3998,22.781200000000002,5.4847,7.0666,6.0848,11.2271,4.593,22.9724,5.632899999999999,10.178700000000001,6.3354,8.209100000000001,5.3288,9.557,4.2551000000000005,14.5049,11.386700000000001,22.543,12.9252,6.9609,19.8071,7.7731,11.4178,8.2209,8.912600000000001,11.796100000000001,7.9619,16.4139,7.2703999999999995,9.9601,8.0658,14.5519,11.571200000000001,13.665700000000001,17.7515,9.7582,13.4394,12.6294,4.677,7.1995,27.9525,21.622700000000002,27.360799999999998,1.7123,7.3016000000000005,7.0492,25.010099999999998,8.204,14.4345,7.7781,13.087399999999999,21.3182,6.2919,5.6977,27.346400000000003,16.8341,9.529200000000001,23.0823,17.3275,15.961200000000002,8.7987,19.200400000000002,14.222299999999999,6.9209,26.4919,6.2651,22.669400000000003,8.4484,24.3317,19.5794,7.4688,15.5255,13.0423
C118,9.4455,1.2312,7.0487,29.9567,6.9299,0.9461,6.3038,30.560200000000002,5.7946,10.879,10.7001,7.1905,6.5716,9.0239,6.782,8.0586,9.1285,5.1171999999999995,9.4601,8.1793,10.9346,2.8955,31.228,6.2803,6.7657,3.2762,9.2506,8.9236,11.5648,10.907399999999999,8.9914,29.8688,6.5105,9.781,10.2964,11.5213,19.9577,6.6037,11.573,2.7864,6.094,10.6686,12.3611,10.327,6.3843000000000005,5.7598,32.6582,11.749799999999999,19.111099999999997,21.6963,2.568,3.686,6.4976,7.662,30.7067,11.595,7.7456000000000005,10.511299999999999,21.8074,22.9185,6.5495,11.382200000000001,20.3356,3.7023,6.3772,6.5779,21.3697,14.6767,9.8117,12.206100000000001,10.616700000000002,24.467200000000002,2.7005,8.8,11.379700000000001,9.036100000000001,8.3816,5.774100000000001,9.95,12.1663,0.94,4.7879,6.8227,4.9773000000000005,7.1421,24.334400000000002,3.9008000000000003,10.9205,3.6453,20.2003,10.4739,6.769,18.423099999999998,20.226599999999998,7.502800000000001,10.761700000000001,9.3275,1.6108,5.8255,4.0367,3.8017,18.654,24.240599999999997,19.529,28.915599999999998,8.0197,8.1308,6.5348999999999995,1.1823,1.4004,3.4221,11.8571,3.9948,4.349,9.9383,3.2041,15.5371,13.901299999999999,0.0,3.1215,21.1919,6.2947,7.4583,24.2995,3.1321999999999997,24.2716,2.8891,3.4366,18.5404,19.9786,4.208600000000001,5.0286,1.7819,11.716299999999999,7.7217,9.8237,5.2495,19.4192,26.8186,8.3905,2.5988,6.5992,3.6754000000000002,8.7983,6.650600000000001,6.262899999999999,2.2942,12.923399999999999,2.3733,11.1664,4.5602,21.1919,20.0906,1.9354,5.269399999999999,9.9046,14.894200000000001,6.5565,9.7234,25.7796,10.860299999999999,10.066799999999999,7.7585,4.343,10.1645,25.9708,9.389,4.8652,8.5261,4.131399999999999,9.957600000000001,20.293200000000002,10.3596,0.6816,3.3261999999999996,25.541400000000003,4.6994,10.2926,5.3706000000000005,5.815600000000001,2.7561999999999998,8.2077,8.2936,3.5256999999999996,8.367299999999998,3.4736,5.7725,20.6963,11.210600000000001,5.2195,1.5940999999999999,9.095600000000001,2.3953,20.4945,8.869299999999999,3.3789000000000002,10.841,4.6819,30.9509,32.359,30.3592,14.7783,4.6697,8.044,28.0085,4.1146,17.4329,18.514400000000002,7.9555,24.316599999999998,9.4184,10.010399999999999,30.344900000000003,2.3975999999999997,8.9412,33.8185,2.3951,2.1517,4.2695,4.7639,1.2803,8.6264,29.490299999999998,9.4428,25.6678,5.0006,27.3302,30.3156,9.537600000000001,7.6593,8.4722
C119,6.9797,2.7632,10.6655,26.9403,10.546700000000001,3.706,8.609399999999999,31.3692,3.4198000000000004,11.8118,11.619299999999999,9.5129,10.1884,6.272600000000001,8.2301,4.758,6.6627,5.5996999999999995,10.9082,4.522,8.4688,6.487100000000001,32.037,7.7284,7.5135,5.959,6.7847,6.4577,12.4841,7.9684,10.4395,26.8525,8.816,11.8636,11.744399999999999,8.5824,20.7667,10.2205,8.0968,5.092,9.710799999999999,7.0711,13.280299999999999,7.8612,3.9185,6.7641,33.4671,12.669,19.920099999999998,22.5053,4.194100000000001,5.1901,9.4613,5.1962,27.6903,12.5142,8.4352,8.045399999999999,22.6163,19.902099999999997,4.4727,8.9164,21.144599999999997,3.2709,3.3216,8.026,18.3533,12.210899999999999,7.345899999999999,9.7403,6.4088,21.4508,6.2922,6.3342,12.299,6.5703000000000005,5.6887,7.469399999999999,6.9512,13.085600000000001,2.4026,6.236,3.3417,8.594100000000001,4.6763,21.318,4.7048000000000005,12.3686,5.8665,21.0093,8.0081,10.3858,19.2321,21.0356,3.8455,12.2098,6.8617,2.6238,6.7772,4.7283,6.1073,19.463,21.2242,20.338,29.7246,11.6364,5.185,7.983,3.9421999999999997,5.0171,2.675,9.3913,7.0476,7.9658,11.7838,5.5215,13.071200000000001,15.8892,3.1286,0.0,22.0009,4.2012,4.299,21.2832,6.8344,21.255200000000002,5.0503,7.0533,19.349400000000003,20.787599999999998,4.9002,8.645299999999999,4.5417,13.164399999999999,4.562399999999999,11.271799999999999,10.998,20.2282,23.8022,12.007200000000001,4.9043,8.0473,5.8966,12.415,8.956100000000001,4.1693999999999996,5.564100000000001,13.5001,2.3095,12.6145,6.9286,22.0009,20.8996,5.2053,7.575,11.3527,12.4284,8.0045,11.1715,22.7633,12.308399999999999,7.068,9.539100000000001,7.2284,11.8894,22.9544,6.923100000000001,2.8348,6.0603,5.5795,11.9535,21.1022,11.2923,3.1508000000000003,6.9178999999999995,22.525,8.3162,7.3537,8.9873,4.6227,6.3478,5.741899999999999,4.9967,2.4086,9.815299999999999,5.3884,7.2206,21.5053,8.271700000000001,2.1638,5.1857,4.8876,3.8803,21.3035,4.6613,7.4914,12.8695,5.4485,27.9346,33.168,27.3428,12.3125,5.4363,5.5782,24.992099999999997,4.8062,14.4165,19.3233,4.3093,21.3002,10.8665,11.4585,27.3285,6.014399999999999,8.2787,34.6275,6.5077,3.5643000000000002,5.7176,8.380700000000001,3.0698000000000003,6.1606000000000005,26.4739,10.8909,22.651400000000002,6.9466,24.3138,31.124599999999997,10.985700000000001,4.002,4.2642
C120,16.2792,25.5547,21.786900000000003,33.2745,23.124599999999997,25.3232,17.8243,12.0402,20.850900000000003,12.133299999999998,12.537600000000001,17.3778,20.877,17.4937,15.1562,18.6468,15.676,17.4835,15.5848,26.3029,14.1425,18.855700000000002,12.7079,15.375200000000001,15.1753,18.0489,16.2802,16.993599999999997,12.0745,16.813299999999998,14.4255,37.1278,18.7467,11.962,11.6652,16.7267,1.6567,21.598,14.8945,18.7909,19.409599999999998,15.9671,11.700299999999999,15.0475,18.495900000000002,16.629,14.1381,11.2488,4.0254,7.6698,24.4091,26.473,27.6696,17.536900000000003,37.9657,11.4036,14.1923,14.4224,2.9196,30.1775,21.9039,13.535,1.7004000000000001,19.1799,23.428099999999997,15.384799999999998,28.628700000000002,11.853299999999999,15.3989,13.2488,25.4443,31.7261,18.4967,16.6286,11.8894,16.5458,20.6726,16.1461,17.0179,12.228299999999999,24.0198,17.328599999999998,22.1771,18.7462,18.8521,31.5933,25.9877,11.5935,23.9501,1.0371,14.6205,21.0744,2.2683,1.0519,25.6264,11.715200000000001,16.775,25.9567,16.2444,19.4922,17.6843,4.6275,31.499599999999997,2.7495,10.3956,22.4857,18.7318,15.341700000000001,22.7712,26.0943,23.957900000000002,13.046100000000001,17.325,20.257,12.4301,26.8044,11.670200000000001,10.2426,24.7458,22.5947,0.0,21.7075,25.5819,31.5585,22.192,31.5306,24.6383,21.444200000000002,2.3855999999999997,1.4832,19.4204,21.4569,22.1561,10.3875,25.845299999999998,12.4635,19.5652,2.7845,34.766,22.8564,18.679599999999997,16.1344,24.268,21.252299999999998,16.5275,21.6005,19.6977,10.157399999999999,23.555799999999998,12.9764,17.082099999999997,1.6491,1.5544,20.3265,16.2233,12.1292,10.9673,15.677200000000001,11.9481,33.038599999999995,10.985299999999999,17.324,15.921,17.839599999999997,11.9661,35.1809,15.8903,20.4361,16.5928,18.2821,11.9414,3.5138000000000003,12.713799999999999,24.7623,18.6331,35.0974,19.5377,17.2183,21.7989,18.0305,18.6643,18.4783,19.17,22.0535,14.4919,26.6713,17.483900000000002,6.6698,18.3232,24.8093,20.0452,23.923099999999998,28.0089,1.0837,23.6968,19.6636,11.2895,17.4569,38.209900000000005,13.838899999999999,37.618199999999995,11.9549,16.969,17.3066,33.5204,18.9982,24.6919,4.4879,23.3448,31.575599999999998,12.3895,12.3102,37.6038,21.2073,19.7866,15.2985,20.6829,26.2186,17.6606,21.1923,20.4478,17.1783,32.6898,12.877600000000001,32.9268,16.932299999999998,34.92,11.7956,13.5289,25.7829,23.2997
C121,6.0042,7.108,13.2959,23.9919,13.177100000000001,6.8765,11.3962,30.3937,0.7901,9.9824,10.6439,12.299700000000001,12.8188,3.0591,8.4991,1.8644,4.5515,5.1122,10.932,7.4867,7.4933000000000005,9.1176,31.0615,8.3495,6.5381,8.7458,5.8093,3.6942,11.5086,4.9425,10.463299999999998,23.904,11.6029,10.0343,11.7804,5.5565,19.7912,12.8509,5.6082,7.8788,12.3412,4.7038,12.304799999999998,6.8857,2.9196999999999997,4.0085999999999995,32.4917,11.6935,18.944599999999998,21.529799999999998,8.4984,7.6568000000000005,11.928,2.9781999999999997,24.7419,11.5387,7.4598,7.07,21.640900000000002,16.9537,1.61,7.9409,20.1691,3.5385999999999997,3.6611,11.293899999999999,15.4049,11.2354,6.3704,7.668399999999999,5.6772,18.5024,8.922600000000001,4.223,11.3235,4.109,1.7073,10.7373,3.9852,12.110100000000001,5.5731,9.5039,1.8832,11.2245,1.6474000000000002,18.3695,7.1715,13.3716,11.0603,20.0338,7.0326,13.016200000000001,18.2566,20.0601,6.8102,13.2128,4.0773,7.1405,5.801699999999999,7.9962,8.8941,18.4875,18.2758,19.3625,28.7491,14.2669,1.9159000000000002,11.2508,7.1127,7.647600000000001,5.1417,8.415799999999999,9.8344,10.596200000000001,9.9661,7.9882,12.095799999999999,14.9137,6.2991,6.4143,21.0254,0.0,6.7657,18.3347,9.4649,18.3068,8.8194,9.6838,18.373900000000003,19.812099999999997,8.1681,11.275799999999998,9.4291,14.167399999999999,7.029100000000001,11.307799999999999,13.6284,19.2527,20.8538,14.6377,7.6912,8.353399999999999,11.3783,15.0455,11.743,0.406,8.6328,12.5246,5.109100000000001,12.6505,9.6525,21.0254,19.9241,9.311,10.361799999999999,10.9427,11.4529,7.896199999999999,11.2075,19.814799999999998,13.3113,4.102,6.8618999999999994,10.0152,10.06,20.006,5.9476,2.3192,3.9491,8.8474,10.1242,20.1267,9.463,6.315600000000001,9.5483,19.5766,10.9466,4.3278,11.617799999999999,3.694,8.978299999999999,2.9783000000000004,1.53,3.7909,9.8391,7.8551,10.4884,20.529799999999998,5.2458,5.9931,7.8162,4.156,9.1927,20.328,3.9297,10.1219,11.894,4.964600000000001,24.986099999999997,32.1925,24.3944,11.337,4.6647,4.6027,22.0437,8.0741,11.4681,18.347900000000003,3.0159000000000002,18.3518,10.9025,10.8591,24.38,8.6448,2.9764,33.652,9.1381,7.402399999999999,8.9855,11.0111,6.033,3.8291999999999997,23.5255,10.9269,19.703,10.2145,21.3654,30.149099999999997,11.021700000000001,6.9666999999999994,3.5326
C122,9.7362,5.3102,14.0415,29.696900000000003,13.9227,5.7481,12.1418,34.125699999999995,5.7935,14.568299999999999,14.3759,13.0453,13.5644,9.0228,12.2436,7.5145,9.4192,9.6132,14.921700000000001,4.3369,11.225299999999999,9.8632,34.7935,11.7418,10.270100000000001,9.4914,9.5413,9.2143,15.2406,10.9063,14.453,29.609,12.3485,14.6202,15.7579,11.5202,23.5232,13.5965,11.572,8.6244,13.086799999999998,9.8276,16.0368,10.617700000000001,6.675,9.5206,36.223699999999994,15.4255,22.6767,25.2618,5.2802,3.2691,7.2308,7.9527,30.446900000000003,15.270700000000001,11.191799999999999,10.802,25.3729,22.6586,6.5484,11.6729,23.9011,6.0381,4.2595,12.0395,21.1098,14.9674,10.1024,12.496799999999999,7.0188999999999995,24.2073,9.6682,9.0907,15.0555,9.326799999999999,8.3805,11.482899999999999,9.9489,15.8421,6.3187,10.2495,6.8216,11.9701,7.4328,24.0745,2.7838000000000003,17.1036,6.7912,23.7658,10.7646,13.7618,21.988599999999998,23.792099999999998,3.6604,16.9448,9.6182,5.0663,9.533700000000001,8.7418,9.639700000000001,22.2195,23.9808,23.0945,32.4811,15.0125,8.1297,11.9964,5.7336,8.3932,2.7636999999999996,12.1478,10.5801,11.3418,14.540299999999998,3.6005,15.8278,18.6457,7.0447,3.9566999999999997,24.7574,6.2936000000000005,0.0,24.0397,10.2105,24.0117,5.975,10.4294,22.106,23.5441,8.9137,12.0214,6.3331,17.1779,0.26339999999999997,15.2853,14.374,22.9847,26.5587,15.383299999999998,8.4368,12.060799999999999,6.8213,15.7911,12.4886,6.2618,9.3784,16.2566,5.8547,16.628,10.398100000000001,24.7574,23.6561,10.0566,11.1074,15.366200000000001,15.184899999999999,12.018,15.185,25.5198,16.3218,10.065700000000001,12.2957,10.7609,14.6459,25.711,9.6797,5.9146,8.816799999999999,9.593,14.7101,23.8588,14.0489,7.0611999999999995,10.293899999999999,25.2815,11.6923,10.2915,12.3634,7.3792,9.7239,8.4984,7.7532,5.1758999999999995,13.8288,3.4674,11.2341,24.2618,11.2095,2.9991999999999996,8.5618,5.4977,4.805,24.06,5.2714,10.8675,15.626,9.883299999999998,30.6911,35.9245,30.0993,15.069,9.871,8.334700000000002,27.7486,8.819700000000001,17.173099999999998,22.079900000000002,7.9544,24.0568,14.88,15.445,30.085,9.3904,8.940100000000001,37.384,9.883700000000001,4.2473,9.7311,11.7567,6.7786,8.9171,29.2305,14.904399999999999,25.4079,10.9601,27.0703,33.881099999999996,14.9992,3.8169,4.8743
C123,18.7185,24.691200000000002,30.879099999999998,15.228200000000001,30.7603,24.4597,28.979400000000002,44.2509,19.1967,22.398799999999998,21.2589,26.7377,30.402,15.7461,22.915200000000002,17.5485,17.6363,21.814400000000003,24.935,25.4393,20.2076,26.7008,44.918699999999994,22.765700000000002,19.2524,26.329,18.5236,16.7303,22.1236,15.8461,24.4663,10.0267,29.1861,23.6025,23.7778,15.898200000000001,30.406200000000002,30.434099999999997,17.2212,25.462,29.924400000000002,16.7593,22.919900000000002,17.6474,17.8112,18.503,46.348800000000004,22.3085,29.5597,32.1448,26.081599999999998,25.6095,29.8807,17.5853,10.864600000000001,22.1538,20.1741,19.784299999999998,32.255900000000004,2.3319,20.016599999999997,20.6553,30.784200000000002,20.791900000000002,22.5646,23.5504,3.6061,21.8504,19.0847,18.5946,24.5807,0.7934,26.5058,17.3078,21.9385,17.4433,18.6997,23.5365,16.0407,22.725099999999998,23.156299999999998,22.3528,20.2898,28.8077,17.7538,0.0348,25.124200000000002,23.9866,28.6435,30.648799999999998,19.747,30.599400000000003,28.871599999999997,30.675099999999997,24.7628,23.8278,17.4116,25.0931,18.516,25.5794,26.4773,29.1025,0.0589,29.9775,42.606300000000005,31.850099999999998,17.1715,23.5074,24.6959,25.2308,23.0943,19.0308,27.4176,28.1794,23.5227,25.9408,22.7108,25.5287,23.8823,21.7312,31.6405,18.998099999999997,24.718400000000003,0.0,27.048099999999998,0.028,26.4026,27.267,28.989,30.4271,25.7513,28.859,27.0123,24.782400000000003,24.9817,24.9967,31.211599999999997,29.8677,12.0901,32.2208,25.2744,22.7695,28.9615,32.6287,25.9174,19.1844,26.216,23.1397,22.6923,25.089,24.2464,31.640400000000003,30.539099999999998,26.8942,27.945,24.510900000000003,22.0679,22.3123,24.6528,4.247,23.9264,16.1575,21.278,27.5984,22.609599999999997,11.242299999999998,18.662,19.5725,17.0338,23.4468,23.692400000000003,30.741799999999998,23.031200000000002,23.898799999999998,27.1315,12.779,28.529799999999998,15.790899999999999,29.201,17.902,26.5615,16.0184,18.0687,21.19,23.8421,25.8078,22.508200000000002,31.1449,16.169,23.9458,25.3994,23.0595,27.1453,30.943,22.833299999999998,27.705099999999998,22.5091,19.7284,11.108799999999999,46.0496,10.517100000000001,21.952,20.5168,16.4623,13.28,25.6573,13.4284,28.9629,21.4225,0.0171,24.544900000000002,24.427400000000002,10.5027,26.228,16.4868,47.5092,26.7213,25.355,23.6553,28.5943,23.6162,16.426299999999998,14.7618,24.1515,3.9215999999999998,23.883200000000002,12.601700000000001,44.0063,25.0247,24.919400000000003,22.4361
