,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,C036,C037,C038,C039,C040,C041,C042,C043,C044,C045,C046,C047,C048,C049,C050,C051,C052,C053,C054,C055,C056,C057,C058,C059,C060,C061,C062,C063,C064,C065,C066,C067,C068,C069,C070,C071,C072,C073,C074,C075,C076,C077,C078,C079,C080,C081,C082,C083,C084,C085,C086,C087,C088,C089,C090,C091,C092,C093,C094,C095,C096,C097,C098,C099,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C131,C132,C133,C134,C135,C136,C137,C138,C139,C140,C141,C142,C143,C144,C145,C146,C147,C148,C149,C150,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
C101,13.437899999999999,22.7133,18.9456,36.937599999999996,20.2832,22.481900000000003,14.983,15.7032,18.0096,9.2919,9.696299999999999,14.5365,18.035700000000002,14.6524,12.3149,15.805399999999999,12.8346,14.642100000000001,12.7434,23.4615,11.3011,16.0143,16.371,12.5339,12.3339,15.2075,13.438799999999999,14.1522,9.2331,13.972,11.584100000000001,34.2865,15.9054,9.120700000000001,8.8239,13.885299999999999,5.1007,18.756700000000002,12.0531,15.9495,16.5683,13.1257,8.8589,12.206100000000001,15.6545,13.787700000000001,17.801099999999998,8.407399999999999,3.1826999999999996,3.0423,21.5678,23.6316,24.828200000000002,14.6955,35.124300000000005,8.5622,11.351,11.581100000000001,6.9503,27.3361,19.0625,10.6936,5.4786,16.3385,20.5868,12.5434,25.7873,9.011899999999999,12.5575,10.407399999999999,22.6029,28.8848,15.655299999999999,13.7872,9.048,13.7045,17.8313,13.3047,14.1765,9.386899999999999,21.1785,14.487200000000001,19.3357,15.9049,16.0107,28.752,23.1463,8.7521,21.108700000000002,5.3433,11.779200000000001,18.2331,2.9581999999999997,5.3696,22.785,8.873899999999999,13.9336,23.115299999999998,13.4031,16.6508,14.8429,0.0,28.6582,4.672,14.0586,19.644299999999998,15.8904,12.500399999999999,19.9298,23.2529,21.1165,10.2047,14.483600000000001,17.415599999999998,9.588700000000001,23.963,8.828899999999999,7.4013,21.904400000000003,19.753400000000003,4.7352,18.8661,22.7405,28.717200000000002,19.3506,28.6892,21.797,18.6029,3.0756,5.1216,16.579,18.615599999999997,19.314799999999998,7.5462,23.0039,9.622200000000001,16.7238,4.5622,38.429,20.015,15.838299999999998,13.293,21.4267,18.4109,13.686200000000001,18.7592,16.8563,7.316,20.7144,10.1351,14.2408,9.1135,14.127600000000001,14.4653,37.1835,16.1568,21.8505,0.1397,20.503400000000003,28.7342,9.548200000000001,9.4689,34.7625,18.3659,16.9452,18.9615,17.8416,23.377200000000002,14.8193,18.350900000000003,17.6065,14.337,36.3529,10.036200000000001,30.0854,14.091,38.5831,15.4586,10.6875,22.9415,20.458299999999998
C102,18.659599999999998,24.6322,30.8202,15.1693,30.701400000000003,24.4008,28.9205,44.192,19.1378,22.3399,21.2,26.6788,30.3431,15.6872,22.8563,17.4896,17.5774,21.7555,24.876099999999997,25.3804,20.1487,26.6419,44.8597,22.706799999999998,19.1935,26.2701,18.4647,16.671400000000002,22.064700000000002,15.7872,24.407400000000003,9.967799999999999,29.1271,23.543599999999998,23.7189,15.8393,30.3473,30.3752,17.1623,25.4031,29.8655,16.700400000000002,22.8609,17.5885,17.752299999999998,18.4441,46.2899,22.249599999999997,29.500799999999998,32.0859,26.0227,25.5506,29.8218,17.5263,10.8057,22.094900000000003,20.1152,19.7254,32.197,2.273,19.9576,20.596400000000003,30.7252,20.733,22.5057,23.4915,3.5471999999999997,21.7915,19.0258,18.535700000000002,24.5218,0.7345,26.446900000000003,17.248900000000003,21.8796,17.384400000000003,18.6408,23.4776,15.9818,22.6662,23.0974,22.2939,20.230900000000002,28.7488,17.6949,0.0937,25.0653,23.9277,28.5846,30.5899,19.688,30.5405,28.8127,30.6162,24.7039,23.768900000000002,17.352700000000002,25.034200000000002,18.457099999999997,25.5205,26.418400000000002,29.043599999999998,0.0,29.918599999999998,42.5474,31.7912,17.112599999999997,23.4485,24.637,25.1719,23.035400000000003,18.9719,27.358700000000002,28.1205,23.4637,25.8819,22.6519,25.4698,23.823400000000003,21.6723,31.5815,18.9392,24.6594,0.0589,26.9892,0.031,26.343700000000002,27.208,28.9301,30.3682,25.692400000000003,28.800099999999997,26.9533,24.7235,24.9228,24.9378,31.1527,29.808799999999998,12.0312,32.1619,25.215400000000002,22.7106,28.9026,32.5697,25.8585,19.1255,26.1571,23.0807,22.6334,25.030099999999997,24.1875,21.893099999999997,20.457900000000002,16.4034,13.2211,25.5984,13.3695,28.904,21.363599999999998,0.076,24.486,24.3684,10.4438,26.1691,16.427799999999998,47.450300000000006,26.6624,25.2961,23.596400000000003,28.535400000000003,23.557299999999998,16.3674,14.7029,24.0925,3.8627,23.8242,12.5427,43.9474,24.965799999999998,24.860400000000002,22.377200000000002
C103,14.738,24.0135,20.2457,33.624,21.5834,23.782,16.2831,12.389700000000001,19.3097,10.5921,10.9964,15.8366,19.3358,15.9525,13.615,17.1055,14.1347,15.9423,14.0436,24.7617,12.601299999999998,17.3145,13.0574,13.834,13.6341,16.5076,14.739,15.452399999999999,10.533299999999999,15.2721,12.8843,35.5866,17.2055,10.4208,10.124,15.1855,1.7818,20.0568,13.353299999999999,17.2497,17.8684,14.425799999999999,10.1591,13.5063,16.9547,15.0878,14.4876,9.707600000000001,5.9325,8.517700000000001,22.867900000000002,24.9318,26.1283,15.995700000000001,36.4245,9.8624,12.6511,12.881200000000002,3.6368,28.6363,20.3627,11.993799999999998,2.1597,17.6387,21.8869,13.8436,27.0875,10.312100000000001,13.857700000000001,11.707600000000001,23.903,30.184900000000003,16.9555,15.087399999999999,10.3482,15.0046,19.131400000000003,14.6048,15.476700000000001,10.687100000000001,22.4786,15.7874,20.635900000000003,17.205,17.3109,30.0521,24.4465,10.052299999999999,22.4088,2.0244,13.0793,19.5332,5.2445,2.0507,24.0852,10.174,15.233799999999999,24.4155,14.7032,17.951,16.1431,5.4754,29.9584,0.0,10.7451,20.9444,17.1906,13.8005,21.23,24.553099999999997,22.416700000000002,11.5049,15.7838,18.715799999999998,10.8889,25.2632,10.129,8.7014,23.2046,21.0535,3.016,20.1662,24.0407,30.0173,20.6507,29.9893,23.097099999999998,19.903,5.361800000000001,1.8027,17.8792,19.9157,20.614900000000002,8.8463,24.3041,10.9223,18.024,1.2432999999999998,35.1155,21.3152,17.1384,14.593200000000001,22.7268,19.7111,14.9863,20.0593,18.1565,8.616200000000001,22.014599999999998,11.4352,15.540899999999999,10.4137,15.4278,15.7654,33.8699,17.457,23.1507,5.3357,21.8036,30.0344,10.8483,10.769,36.062599999999996,19.6661,18.2454,15.648,19.1417,24.6773,16.1194,19.6511,18.906599999999997,15.6371,33.039300000000004,11.3364,31.3855,15.3911,35.2696,12.145100000000001,11.9877,24.2417,21.7585
C104,23.9971,33.2726,29.5048,29.761599999999998,30.8425,33.0411,25.5422,2.3476,28.5688,19.851200000000002,20.2555,25.0957,28.594900000000003,25.211599999999997,22.8741,26.3646,23.3938,25.201400000000003,23.3027,34.0208,21.860400000000002,26.5736,3.7283000000000004,23.0931,22.8932,25.7667,23.998,24.7115,19.7924,24.531200000000002,22.1433,46.7957,26.464599999999997,19.6799,19.3831,24.444599999999998,11.8333,29.315900000000003,22.6124,26.5088,27.1275,23.684900000000003,19.418200000000002,22.765400000000003,26.2138,24.3469,4.445600000000001,18.9667,15.191600000000001,17.776799999999998,32.127,34.1909,35.3874,25.2548,47.6336,19.1215,21.9102,22.1403,9.219700000000001,40.7011,29.6217,21.2529,9.8819,26.8978,31.146,23.102700000000002,39.891400000000004,19.5712,23.116799999999998,20.9667,33.162099999999995,42.2497,26.214599999999997,24.346400000000003,19.6073,24.2637,28.3905,23.8639,24.735799999999998,19.9462,31.7377,25.046400000000002,29.895,26.4641,26.57,42.1169,33.7056,19.311400000000003,31.667900000000003,12.075899999999999,22.3384,28.7923,14.5036,12.1023,33.344300000000004,19.4331,24.492900000000002,33.6746,23.9623,27.210099999999997,25.4022,14.7345,42.023199999999996,11.2599,0.0,30.2035,26.4497,23.0596,30.489,33.8122,31.6758,20.764,25.042900000000003,27.9749,20.1479,34.5223,19.388099999999998,17.9605,32.4637,30.3126,11.3459,29.4253,33.299800000000005,42.0821,29.9098,42.0541,32.3562,29.1621,14.620899999999999,11.854299999999999,27.1383,29.174799999999998,29.874,18.105400000000003,33.5631,20.1814,27.283,10.5024,31.253,30.5743,26.3975,23.8523,31.9859,28.970200000000002,24.2454,29.3184,27.415599999999998,17.8753,31.2737,20.6943,24.8,19.6728,24.686799999999998,25.0245,30.0075,26.716099999999997,32.4098,14.5948,31.0626,42.099199999999996,20.107400000000002,20.0281,47.271699999999996,28.9252,27.5045,5.606,28.4008,33.9364,25.3785,28.9102,28.1657,24.8962,29.1769,20.5955,42.594699999999996,24.6502,31.4071,2.0875,21.2468,33.500800000000005,31.0175
C105,17.4612,9.225299999999999,2.279,37.9724,1.6485999999999998,7.8966,4.88,31.4719,13.8103,11.3766,12.52,5.6018,3.7929,17.0396,9.2201,16.0742,17.1442,9.1872,10.7812,16.1949,18.9503,6.6176,32.1396,9.0806,11.636700000000001,6.1533,17.2662,16.9392,12.056799999999999,18.923,8.3512,37.8845,4.2568,10.6927,11.208,19.537,20.8693,2.8194,19.5887,6.8953,5.2669,18.6843,12.2858,18.3427,14.4,13.405700000000001,33.5698,13.9588,20.0228,22.6079,8.4184,10.7179,10.9337,15.677700000000002,38.7224,13.804,12.3393,18.5269,22.719,30.9342,14.5652,19.3979,21.2473,11.3483,14.729299999999999,8.437700000000001,29.3854,16.423599999999997,17.8274,20.221799999999998,18.6324,32.4828,6.601100000000001,16.8157,11.8717,17.0518,16.3972,8.356,17.965700000000002,14.375399999999999,8.9694,8.632200000000001,14.8384,6.3102,15.1578,32.35,10.932799999999999,11.8322,6.996899999999999,21.111900000000002,18.4896,3.9903000000000004,19.3347,21.1383,15.5184,11.673399999999999,17.3432,9.604899999999999,13.4714,11.8946,6.0947,19.5657,32.256299999999996,20.4406,29.8273,0.0,16.1464,8.4807,7.9434,7.700699999999999,13.8499,19.872799999999998,5.429399999999999,5.0897,10.85,10.236,16.2405,14.813,7.9941,12.4018,22.1036,14.3104,15.474,32.3152,5.9113,32.2873,7.6851,5.2776000000000005,19.452099999999998,20.8903,12.0665,3.8128,6.5249,12.628,15.7373,10.7354,3.9522,20.3308,34.834300000000006,0.3708,7.3649,9.6143,7.3148,1.7443,6.1677,14.2786,6.8028,15.1325,10.425,10.163,6.8933,16.5252,12.315700000000001,16.0597,36.0242,9.279399999999999,25.4486,19.426,15.9711,32.3323,10.3301,10.9221,38.3605,5.9201999999999995,16.9569,34.730199999999996,6.203399999999999,10.1458,7.8615,3.994,8.7119,16.6421,37.506,10.3544,33.6835,7.7081,35.345800000000004,31.2273,9.5689,15.675,16.4878
C106,3.2744,8.8393,15.027299999999999,22.4511,14.9085,8.607899999999999,13.127600000000001,27.7285,2.4861999999999997,8.2721,7.9786,10.6113,14.5502,1.5182,6.7888,0.42710000000000004,2.8411999999999997,5.3707,9.2217,9.2181,4.828,10.849,28.3962,6.6392,3.7723,10.4772,2.8795,2.0317,8.8433,3.4292,8.753,22.3632,13.334200000000001,8.324,10.0701,4.0432,17.1259,14.5823,4.0674,9.6102,14.0726,2.6451,9.6396,3.9858000000000002,1.4942,2.2983000000000002,29.826400000000003,9.0283,16.2794,18.8646,10.2298,9.388200000000001,13.6594,1.2679,23.2011,8.8735,4.7946,4.4047,18.9756,15.412799999999999,3.3061,5.2757,17.5039,4.472899999999999,5.3573,7.424,13.8641,8.570200000000002,3.6046,4.9851,7.373399999999999,16.9615,10.654,2.5126999999999997,8.658299999999999,2.3987,2.0946,7.41,2.4443,9.4449,7.3045,6.2264,3.5794,12.9559,0.6425,16.8287,8.902899999999999,10.706299999999999,12.7917,17.3685,4.3674,14.7476,15.591299999999999,17.3949,8.5416,10.5475,2.367,8.8719,3.0359000000000003,9.7276,10.6255,15.822299999999998,16.735,16.697200000000002,26.0839,15.998299999999999,0.0,7.381,8.844100000000001,9.379,6.8731,5.7506,11.5658,12.3276,8.2559,9.7196,9.4305,12.2484,8.0305,7.1468,18.3602,1.9159000000000002,8.4971,16.7939,11.196299999999999,16.765900000000002,10.550799999999999,11.4151,15.7087,17.146900000000002,9.8995,13.007200000000001,11.1604,11.4901,8.760399999999999,9.5975,15.3598,16.5875,19.312900000000003,16.369,9.4225,6.6431000000000004,13.1097,16.776799999999998,9.790899999999999,2.0770999999999997,10.3642,9.859399999999999,6.8405,10.9402,8.12,8.671700000000001,4.0731,1.7567000000000002,20.5028,9.8055,9.927299999999999,15.6826,4.7121,16.811,9.192200000000001,9.1488,22.8392,10.3762,1.4339000000000002,30.9868,10.8695,9.133700000000001,7.5288,12.7425,7.764399999999999,1.7346,21.9847,9.2166,18.1621,7.7566999999999995,19.8245,27.483900000000002,9.311399999999999,8.6981,5.228800000000001
C107,6.0619,7.815300000000001,7.8535,28.7744,9.038799999999998,7.5838,3.8256,24.260900000000003,10.786200000000001,4.1657,5.008,3.3406,7.0922,8.106,0.8609,7.3105,6.228800000000001,4.177,3.5702,13.1708,6.326899999999999,4.3239,24.9286,0.7319,4.5195,3.3162,6.0578,7.8356,4.8458000000000006,10.017,2.6325,28.6866,4.7482,3.4817,3.997,9.5067,13.6584,7.8132,8.5733,3.7174,5.4561,7.564,5.0748999999999995,7.235600000000001,6.836,5.4384,26.3588,6.057600000000001,12.8118,15.397,9.2057,10.3236,13.35,6.1795,29.5244,5.9029,4.5562,5.8389,15.508,21.7362,11.5411,6.078,14.036299999999999,6.421600000000001,11.705200000000001,0.043,20.1874,8.4984,5.3327,8.5566,12.8321,23.2849,3.965,6.833,4.6608,6.5869,9.3364,0.628,9.0321,6.4742,6.280399999999999,2.2081,11.8143,4.6998999999999995,7.5158000000000005,23.152099999999997,12.8557,4.6212,9.6305,13.9009,5.8015,7.2895,12.1238,13.927299999999999,12.494299999999999,4.4624,6.1334,8.1949,5.339300000000001,4.763199999999999,2.5733,12.354700000000001,23.0583,13.2296,22.6163,8.552200000000001,7.8108,0.0,7.82,7.8972,10.8258,6.515,3.3261999999999996,5.9375,3.639,9.8418,8.031699999999999,7.602,7.006399999999999,8.1672,14.8926,11.286299999999999,12.4498,23.1173,7.8724,23.089299999999998,10.3188,7.1247,12.241100000000001,13.6793,4.6914,7.1373999999999995,7.836600000000001,5.417,12.7132,3.5244,5.5861,13.1199,25.6363,8.923,3.5686,1.4292,9.9485,7.318899999999999,2.5322,11.2545,5.1659,7.2313,6.5324,4.867100000000001,1.9701,8.6,5.2969,7.2335,26.8262,4.2693,16.2506,12.215,12.947,23.1343,3.1191,3.7111,29.162599999999998,6.8878,8.708,27.5192,6.3633999999999995,8.7358,2.5402,6.8728,5.3274,7.3708,28.3081,3.1435,24.4855,1.6496,26.1479,24.016299999999998,3.2383,12.650799999999998,10.6875
C108,11.1692,1.5359,5.6421,31.680400000000002,5.779100000000001,0.5852,7.871,31.374299999999998,7.5183,11.2791,12.0541,8.5927,4.476100000000001,10.7476,7.7052,9.7823,10.8523,6.4713,10.6837,9.903,12.658299999999999,4.2571,32.0421,7.2035,8.1198,4.9749,10.9743,10.6473,11.959299999999999,12.6311,9.7672,31.592599999999997,8.1681,10.5952,11.1105,13.2451,20.7718,5.197100000000001,13.2968,3.0071999999999997,5.0664,12.392299999999999,12.1883,12.0507,8.108,7.1138,33.472300000000004,13.1038,19.9253,22.5104,1.9361,3.054,5.865600000000001,9.3858,32.4304,12.949,9.0996,12.235,22.6215,24.6422,8.273200000000001,13.106,21.1498,5.0563,7.2972,7.944100000000001,23.093400000000003,16.4004,11.5354,13.929799999999998,12.3405,26.190900000000003,2.9213,10.5238,11.7742,10.759799999999998,10.1053,7.7503,11.6737,13.5204,1.8599,5.7111,8.5465,3.9497,8.8659,26.0581,3.2689,11.7347,3.7343,21.014400000000002,12.1976,4.6735,19.2372,21.0407,9.2265,11.5758,11.051200000000001,2.5307,7.1795,4.956600000000001,5.5367,19.4682,25.9644,20.3431,29.7298,6.8689,9.8545,7.9872,0.0,1.4141,4.3421,13.5808,5.5138,3.3214,10.7525,2.5721999999999996,17.2608,14.715399999999999,1.3531,4.0414,22.0061,8.0185,5.8305,26.0233,1.9498,25.9953,1.9233,2.3148,19.354599999999998,20.7927,5.1285,3.8777,0.5996,12.5304,6.0939,10.637799999999999,6.3536,20.2333,28.5423,7.2396,2.8196,7.522399999999999,2.7096999999999998,7.647399999999999,8.2058,7.9867,2.6238,14.2775,3.2931999999999997,11.9806,6.2875,16.502,6.0237,9.767700000000001,29.732200000000002,5.0345,19.1567,19.3285,9.679200000000002,26.0403,10.2325,10.8246,32.068599999999996,1.37,10.6649,34.6327,1.8633,3.0716,4.800800000000001,3.6130999999999998,2.2035,10.350100000000001,31.2141,10.2569,27.3915,5.2214,29.053900000000002,31.1298,10.351700000000001,9.383,10.1959
C109,13.120299999999999,3.6343,5.6483,33.6315,5.5296,2.6835999999999998,7.4982,31.0016,9.4694,10.9063,12.2669,8.219899999999999,5.1713000000000005,12.6987,8.5885,11.7334,12.8034,8.4224,10.3109,11.8541,14.609399999999999,3.8843,31.6693,8.0865,10.0709,4.6021,12.9254,12.5984,11.5865,14.5822,9.3944,33.543699999999994,9.9104,10.2224,10.7377,15.196200000000001,20.399,5.203399999999999,15.2479,3.6246,4.6937,14.343399999999999,11.8155,14.0018,10.0591,9.0649,33.0995,13.3165,19.5525,22.1376,4.0345,5.152399999999999,9.735700000000001,11.3369,34.3815,13.161700000000002,11.0507,14.1861,22.2487,26.5933,10.2243,15.0571,20.777,7.0074,10.388399999999999,7.5713,25.0445,18.3515,13.4865,15.8809,14.2916,28.142,4.6209,12.4749,11.401399999999999,12.710899999999999,12.0564,7.3775,13.624799999999999,13.7331,3.9583000000000004,6.4952,10.4976,3.577,10.817,28.0092,5.3673,11.3619,3.4128000000000003,20.641599999999997,14.148700000000002,5.368600000000001,18.8644,20.668,11.1776,11.203,13.0023,4.6291,9.130600000000001,7.5538,5.1639,19.0954,27.9155,19.970299999999998,29.357,6.6193,11.8056,7.6144,2.3965,0.0,6.4403999999999995,15.5319,5.141,2.9486999999999997,10.379700000000001,4.6706,19.2119,14.3427,3.1306,6.1398,21.6333,9.9696,11.1331,27.974400000000003,1.8173,27.9464,4.101,2.0362,18.9818,20.42,7.7256,3.6281999999999996,1.7815,12.1577,11.3965,10.2651,5.980899999999999,19.8605,30.4934,6.9901,3.4369,8.6835,3.7306999999999997,7.3979,7.833,9.9378,2.251,14.490200000000002,6.0841,11.6078,5.9148000000000005,18.4531,7.9748,11.7188,31.6833,7.631600000000001,21.1078,18.9557,11.6303,27.991400000000002,9.8598,10.451799999999999,34.0197,0.9972000000000001,12.616,34.2599,1.4906,5.17,5.418100000000001,3.3635,3.8484000000000003,12.301200000000001,33.1652,9.8841,29.342599999999997,6.7773,31.005,30.757,9.979,11.334100000000001,12.147
C110,8.672799999999999,2.4414000000000002,10.005799999999999,28.6335,9.887,3.5345,9.5827,33.062400000000004,5.9668,13.5049,13.3125,10.1476,9.5287,9.1961,10.0624,6.4511,8.3559,7.641100000000001,12.7405,4.3507,10.1619,5.8525,33.7301,9.5606,9.206700000000001,6.2333,8.4779,8.1509,14.177200000000001,9.6616,12.271799999999999,28.5456,9.789399999999999,13.0613,13.5767,10.2756,22.459799999999998,9.560799999999999,9.79,6.065300000000001,8.8371,8.764299999999999,14.9735,9.5544,5.6117,8.4573,35.1603,14.362200000000001,21.6133,24.198400000000003,3.6263,2.1016999999999997,5.9409,6.889399999999999,29.3835,14.2074,10.1284,9.7386,24.3095,21.595299999999998,6.7217,10.6096,22.837799999999998,6.2261999999999995,4.1174,9.8582,20.0465,13.904,9.039,11.433399999999999,6.8768,23.143900000000002,5.6576,8.0274,13.9921,8.263399999999999,8.553799999999999,9.3016,8.6444,14.778799999999999,3.4638,8.0682,5.3595,7.7204,6.3695,23.0111,2.0871,14.2008,5.170100000000001,22.7024,9.7013,9.7261,20.9252,22.7288,3.6742,14.042,8.554799999999998,1.9988,8.4703,6.5606,7.0806000000000004,21.156200000000002,22.9174,22.0311,31.4178,10.976799999999999,8.303,9.8152,3.7706999999999997,4.357399999999999,0.0,11.0845,6.951899999999999,7.0921,13.2186,2.4331,14.7644,17.5823,2.9571,1.759,23.6941,6.467,3.3081,22.9763,5.7205,22.948400000000003,4.354,6.0855,21.0426,22.4808,6.7325,7.985600000000001,4.3702,14.9966,3.5715,13.104,10.1243,21.9213,25.4954,11.3475,5.8777,9.8795,5.2002,11.7553,9.9295,6.4352,5.2513000000000005,15.193299999999999,3.1441999999999997,14.4467,7.839,14.005600000000001,7.1935,7.2714,26.685299999999998,6.6384,16.1097,21.0165,5.547899999999999,22.9934,12.6987,13.290700000000001,29.0216,5.1407,9.1134,36.320699999999995,5.3522,2.2607,7.5499,7.721,4.0431,7.853800000000001,28.167099999999998,12.7231,24.3446,8.7789,26.0069,32.817800000000005,12.8179,3.8306999999999998,4.7322
C111,3.235,12.510399999999999,18.698400000000003,24.171400000000002,18.5796,12.279,10.270700000000001,21.9797,7.8067,3.6256,2.4857,9.824200000000001,18.2213,4.4495,5.9209,5.6025,2.6317,5.9129,7.9349,13.2586,1.0928,10.4893,22.6475,5.7714,3.3874,9.5831,3.2359,3.9493,3.3504,3.7691,6.871899999999999,24.083599999999997,11.193200000000001,4.408399999999999,5.0046,3.6824,11.3772,18.253400000000003,2.2668000000000004,9.6924,11.6215,2.9228,4.1467,2.0032,5.4516,3.5848,24.0777,3.5354,10.530700000000001,13.1158,13.9009,13.428700000000001,17.7,4.4926,24.921400000000002,3.3806,2.0334,1.3782,13.226899999999999,17.133200000000002,8.8596,0.48460000000000003,11.7552,6.1356,10.383899999999999,6.556100000000001,15.5844,2.8214,2.3546,2.044,12.4,18.681900000000002,10.1303,3.5843000000000003,3.1653000000000002,3.5016,7.6284,6.5422,3.9736,3.952,10.9756,5.9952,9.1328,10.8653,5.8078,18.5491,12.9434,5.2134,16.462799999999998,11.6198,1.5763,18.4187,9.842600000000001,11.6461,12.5821,5.054600000000001,3.7306999999999997,12.9124,3.2001999999999997,7.1677,8.738700000000001,10.0735,18.455299999999998,10.9485,20.3352,19.669400000000003,5.6875,6.5131000000000006,12.5151,13.05,10.9136,0.0,9.7714,15.998700000000001,4.8765,13.7601,3.6818,6.7555,11.7015,9.5505,12.6114,8.663200000000002,12.537600000000001,18.5143,14.8674,18.4863,14.2219,15.086200000000002,9.96,11.398100000000001,7.095899999999999,16.6782,14.8315,6.0092,12.801,5.8027,12.0116,10.838700000000001,21.0333,20.0401,8.8089,5.7752,16.7808,13.6987,8.9739,8.556299999999998,14.035200000000001,4.110600000000001,10.5115,6.3158,8.2699,2.923,4.737100000000001,4.2623999999999995,22.223200000000002,6.6738,11.6476,9.9339,10.3005,18.531299999999998,5.3508000000000004,4.756600000000001,24.5596,14.0473,6.7423,25.2381,14.5406,13.174299999999999,7.6788,16.4136,11.4355,4.1341,23.705,5.324,19.8825,7.3285,21.544900000000002,21.7352,6.527699999999999,12.7386,10.2554
C112,8.3726,6.684,4.718100000000001,33.509800000000006,6.0333000000000006,5.7333,2.6717,26.6653,9.347700000000001,6.5701,7.7134,3.6637,3.5521,12.577,4.4135,11.611600000000001,8.7832,4.3806,5.974600000000001,11.7324,8.9297,1.6522000000000001,27.333,4.274,6.830100000000001,1.0909,8.3685,12.476700000000001,7.2501999999999995,14.4605,5.0581000000000005,33.4219,2.8781,5.886100000000001,6.4014,15.074399999999999,16.0627,4.2731,11.5566,2.0887,2.0846999999999998,14.2217,7.4793,10.2189,9.9374,7.644399999999999,28.7632,9.1522,15.2162,17.801299999999998,7.0842,8.2021,10.3446,8.6294,34.259800000000006,8.9975,7.5327,8.7854,17.9124,26.4716,10.1026,9.061200000000001,16.4407,6.8588000000000005,10.2667,3.6311,24.9228,11.617,8.2793,11.5399,14.169799999999999,28.0203,1.3631,12.3531,7.0651,8.8976,11.934700000000001,3.5494,13.5031,9.5688,4.7302,3.8256,10.3758,1.4212,10.695200000000002,27.8875,8.417,7.025600000000001,6.625100000000001,16.3053,8.7481,3.7495,14.5281,16.3317,11.0559,6.8668000000000005,8.4441,7.6787,7.65,4.9668,1.2880999999999998,14.7591,27.7937,15.634,25.0207,5.6502,11.6839,3.6740999999999997,5.4462,3.6290999999999998,9.3874,9.498299999999999,0.0,2.932,6.043399999999999,7.7202,11.4339,10.0064,3.8735,6.9708000000000006,17.297,9.8478,11.0114,27.8526,4.867,27.8247,7.3134,4.1193,14.6455,16.0837,4.895,4.132,4.8311,7.8214,11.274799999999999,5.9288,2.2401999999999997,15.524299999999998,30.3717,6.020899999999999,2.5583,4.8077,6.9431,4.4168,3.3998000000000004,9.816,2.9699,10.325899999999999,5.9355,7.2715,2.0867,11.7186,5.6691,11.597100000000001,31.5616,4.4728,20.986,14.619399999999999,11.5086,27.8697,5.5235,6.1155,33.8979,3.8823000000000003,12.494299999999999,29.923599999999997,3.358,8.219700000000001,3.0549,3.8673,4.0122,12.1795,33.0434,5.547899999999999,29.2209,2.9015,30.8833,26.4207,5.6427,11.212399999999999,12.0253
