,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,EVS01816,EVS03706,EVS01192,EVS00826,EVS01689,EVS04365,EVS01245,EVS02923,EVS02443,EVS00810,EVS00552,EVS04298,EVS04889,EVS02893,EVS04734,EVS01509,EVS02225,EVS04773,EVS01283,EVS02094,EVS03684,EVS04400,EVS00534,EVS02556,EVS01342,EVS03542,EVS02273,EVS03776,EVS04293,EVS00405
EVS01509,12.0785,3.3781,4.5553,32.5897,4.9411000000000005,2.2974,6.122199999999999,29.746599999999997,8.4276,9.651399999999999,10.1967,6.8771,3.3893,11.6569,6.7962,10.6915,11.7615,5.628100000000001,9.056,10.812299999999999,13.5676,2.6294,30.4144,6.831600000000001,8.809899999999999,3.3470999999999997,13.389,6.7139,10.677,30.6415,5.780399999999999,20.065900000000003,17.7008,10.5884,26.9496,8.6048,9.1969,32.9778,0.6527999999999999,11.574200000000001,33.0049,0.0,4.546600000000001,4.3024,2.7751,3.1127,11.2594,32.1233,8.6292,28.3008,5.522399999999999,29.963099999999997,29.502,8.724,10.2923,11.1051
EVS02225,11.164,1.6360999999999999,9.2004,31.6752,9.0816,2.7291,8.777299999999999,35.5535,7.5131000000000006,12.5975,12.4186,9.3422,8.7233,10.7424,9.257,9.7771,10.847,6.8357,11.9351,6.3535,12.6531,5.0472,36.2213,8.7552,8.484200000000001,5.427899999999999,16.4968,6.388199999999999,9.7625,29.727,5.8331,19.151400000000002,23.5077,9.674,26.0351,11.8934,12.4854,32.0634,4.3353,10.6597,38.811800000000005,4.5468,0.0,6.7445,6.9156,3.2377,10.344899999999999,31.2088,11.9177,27.3863,7.9735,29.0487,35.3089,12.0125,5.8335,6.735
EVS04773,5.4601999999999995,5.2751,7.3774,28.1728,8.5626,5.0436000000000005,4.4482,26.649099999999997,8.246,6.5539,6.2715,4.4897,6.616,11.475299999999999,2.871,7.0167,5.8709,1.6369,5.5491,10.630700000000001,6.3021,3.8478000000000003,27.3169,2.3691999999999998,4.2334,2.9415999999999998,9.2778,2.9253,6.6319,26.2246,1.7290999999999999,15.649,14.603299999999999,10.4069,22.532700000000002,5.5074,6.099399999999999,28.5609,6.3543,11.3926,29.9075,4.4992,6.195600000000001,0.0,6.3966,2.7872,6.769100000000001,27.706400000000002,5.5317,23.8839,1.5875,25.546200000000002,26.4046,5.6265,10.110700000000001,8.1474
EVS01283,14.1126,5.8767,2.9548,34.6238,2.836,4.548,7.84,30.3863,10.4617,10.2911,11.6516,8.5618,2.4777,13.691,7.973199999999999,12.725700000000002,13.7957,7.6411999999999995,9.6956,12.8464,15.601700000000001,3.269,31.054,7.4712,11.0632,3.9868,19.445400000000003,8.9671,12.7111,32.675599999999996,8.623899999999999,22.100099999999998,18.340400000000002,12.6226,28.9838,9.2445,9.8365,35.012,2.5716,13.6083,33.6446,2.8549,6.7973,6.3155,0.0,5.3633999999999995,13.2935,34.1575,9.2689,30.3349,6.162,31.9973,30.1417,9.363700000000001,12.3264,13.139299999999999
EVS02094,9.207600000000001,2.2247,7.7665,29.718799999999998,7.6476999999999995,1.8580999999999999,5.5962,29.3365,5.5567,9.241299999999999,8.9589,6.4997,7.2894,8.786,5.5584,7.8206999999999995,8.8907,3.3135,8.2365,7.9414,10.6967,3.2571,30.0043,5.0566,6.1312,2.9459,14.5404,4.0352,7.806100000000001,27.770599999999998,2.5199000000000003,17.195,17.2907,7.7176,24.0787,8.194700000000001,8.7868,30.107,3.1154,8.703299999999999,32.5949,3.1129000000000002,3.1452,3.0459,5.4817,0.0,8.3885,29.2524,8.219100000000001,25.4299,4.2749,27.092299999999998,29.092,8.3139,7.421399999999999,8.2343
EVS03684,1.7429000000000001,8.8613,15.049299999999999,22.362099999999998,14.9305,8.6299,13.1496,25.967200000000002,4.1576,6.409800000000001,6.2173,10.0345,14.5722,1.946,6.212,1.7927,1.3685999999999998,5.0213,8.2318,9.6095,3.0668,10.871,26.635,6.0625,2.5492,10.4992,6.9105,3.8136,0.8212,20.4139,5.7822,9.838299999999998,13.9214,6.6514,16.722,7.404,7.2865,22.7503,10.398200000000001,2.548,29.2255,10.8915,9.5252,6.952100000000001,12.7645,7.7863999999999995,0.0,21.8957,7.3774,18.0732,7.18,19.735599999999998,25.7226,8.3215,9.0896,6.6063
EVS04400,23.5519,29.5245,35.7125,1.4283,35.5937,29.2931,33.8128,30.745099999999997,24.03,27.2321,26.092299999999998,31.571099999999998,35.2354,20.5795,27.7486,22.3819,22.4697,26.6478,29.7683,30.2727,25.041,31.534200000000002,31.4129,27.5991,24.0858,31.1624,26.785400000000003,25.350099999999998,21.2957,2.587,30.490599999999997,18.2618,36.105,26.2559,14.6144,29.3783,29.2607,19.787,31.061400000000003,21.3201,34.0034,31.5547,30.1884,28.4887,33.427699999999994,28.4496,21.259700000000002,0.0,28.9848,15.1099,28.7165,3.9223000000000003,30.5005,29.8581,29.7527,27.2695
EVS00534,6.2693,11.2797,10.1309,29.238,11.4686,11.048200000000001,6.1683,21.8835,10.841,1.7883,2.9316,5.7218,9.221,8.9991,3.5002,8.8288,6.0101,7.2508,4.0689,16.2929,5.250100000000001,7.1997,22.551299999999998,3.7192,5.1602,6.3928,6.9369,6.8152,7.6408000000000005,27.2897,7.343,16.7142,9.8377,13.3348,23.597900000000003,0.16219999999999998,0.5676,29.626099999999997,9.5513,9.7767,25.1418,9.0269,12.2002,6.0046,9.536299999999999,8.791799999999999,7.5125,28.7716,0.0,24.949,5.2763,26.6114,21.638900000000003,1.4279000000000002,15.7729,13.2897
EVS02556,19.9604,25.933,32.121,15.6488,32.0022,25.7016,30.2213,44.6715,20.4385,23.640700000000002,22.500799999999998,27.979599999999998,31.643900000000002,16.988,24.1571,18.7904,18.8782,23.0563,26.1769,26.6812,21.4495,27.942700000000002,45.3393,24.0076,20.4943,27.5709,23.193900000000003,21.758599999999998,17.7042,13.7006,26.8992,14.6703,30.2048,22.6644,3.9387,25.7868,25.6692,8.1482,27.469900000000003,17.7286,47.9298,27.9632,26.5969,24.8972,29.8362,24.8581,17.668200000000002,15.1824,25.3933,0.0,25.125,13.0223,44.4269,26.266599999999997,26.1612,23.678
EVS01342,6.487,6.8225,7.2719,29.1996,8.4571,5.689100000000001,3.2843,26.2467,10.2143,6.1515,6.247,3.2108000000000003,6.5105,8.5312,2.4685,7.7357,7.467899999999999,3.2103,5.1465,12.599,7.566,3.7423,26.9145,1.9666,4.9446,2.7345,9.839,4.4986999999999995,7.6587,27.2513,3.3025,16.6758,14.2008,12.375200000000001,23.5595,5.1049,5.696899999999999,29.5877,6.3062,13.360899999999999,29.505,5.7818000000000005,7.743,1.5734000000000001,6.2911,4.8789,7.7959,28.7332,5.1293,24.9106,0.0,26.573,26.0021,5.2241,12.079,9.720799999999999
EVS03542,20.037599999999998,26.0102,32.1982,4.6384,32.0794,25.7788,30.2985,33.661,20.5158,23.7179,22.578,28.0568,31.7211,17.0652,24.234299999999998,18.8676,18.9554,23.1335,26.254099999999998,26.7584,21.5267,28.0199,34.3288,24.084799999999998,20.5715,27.6481,23.271099999999997,21.835900000000002,17.7814,2.6900999999999997,26.9764,14.7475,39.020900000000005,22.7416,11.100100000000001,25.864,25.7464,16.2727,27.547099999999997,17.805799999999998,36.9194,28.0404,26.6741,24.974400000000003,29.913400000000003,24.935299999999998,17.7454,4.172,25.4705,11.595600000000001,25.2022,0.0,33.4165,26.343799999999998,26.238400000000002,23.755200000000002
EVS02273,25.3971,34.672599999999996,30.904799999999998,31.1616,32.2425,34.4411,26.9422,3.6311999999999998,29.968799999999998,21.2512,21.6555,26.4957,29.9949,26.6116,24.274099999999997,27.764599999999998,24.7938,26.6014,24.7027,35.4208,23.2604,27.973599999999998,3.4884,24.4931,24.293200000000002,27.166700000000002,21.0728,26.0868,26.4245,31.4075,28.1161,33.8098,15.9948,32.4626,43.499199999999995,21.5074,21.428099999999997,48.671699999999994,30.325200000000002,28.9045,6.8895,29.8008,35.336400000000005,26.7785,30.310200000000002,29.5657,26.296200000000002,30.576900000000002,21.9955,43.994699999999995,26.0502,32.8071,0.0,22.6468,34.900800000000004,32.4175
EVS03776,7.5617,10.4893,9.3405,30.2742,10.6782,10.2579,5.3778999999999995,22.792,12.005600000000001,3.3203,4.4637,4.95,8.4307,9.605799999999999,2.7098,9.363299999999999,6.8407,6.851100000000001,3.2254,15.844899999999999,6.782100000000001,6.4093,23.459799999999998,2.9288000000000003,6.0193,5.6025,8.4689,7.3496999999999995,8.7334,28.326,6.9433,17.7505,10.7462,15.6211,24.6341,1.5075999999999998,2.0997,30.6624,8.7609,10.207799999999999,26.0504,8.236600000000001,11.4099,5.2142,8.745899999999999,8.0014,8.8706,29.8079,1.532,25.9853,4.4859,27.6477,22.5475,0.0,15.3249,14.4543
EVS04293,9.9879,6.0013000000000005,15.5438,29.9486,15.425,7.6425,13.644,34.3774,6.428,14.82,14.627600000000001,14.5475,15.0667,9.280899999999999,12.1666,7.7661999999999995,9.671,8.4762,14.844700000000001,0.52,11.477,11.3654,35.045199999999994,11.6648,10.521799999999999,10.9937,15.3207,8.0287,8.5864,28.0003,8.742700000000001,17.424799999999998,22.331599999999998,4.5796,24.3085,14.8029,15.6967,30.3367,10.892700000000001,10.4423,37.6358,11.386,5.8205,9.6541,13.259,8.2808,9.1688,29.482200000000002,14.8273,25.659599999999998,10.8831,27.322,34.1329,14.9221,0.0,3.7639
EVS00405,7.7068,6.9658999999999995,15.8457,27.6675,15.726899999999999,9.4263,13.946,32.0963,3.0961999999999996,12.5389,12.3465,14.8495,15.3686,6.1129,11.9035,5.4851,7.3899,6.8149,13.923200000000001,4.2839,9.1959,11.667399999999999,32.7641,11.754,8.2407,11.2956,13.0396,6.3673,6.3053,25.7192,10.623899999999999,15.1437,20.0505,1.3363,22.0274,13.533100000000001,13.4156,28.0556,11.194600000000001,6.0302,35.354699999999994,11.687899999999999,6.722,8.4395,13.5609,8.582799999999999,6.8877,27.2011,13.139700000000001,23.3785,9.6685,25.0409,31.8518,14.013,3.7639,0.0
