,DEPOT,C001,C002,C003,C004,C005,C006,C007,C008,C009,C010,C011,C012,C013,C014,C015,C016,C017,C018,C019,C020,C021,C022,C023,C024,C025,C026,C027,C028,C029,C030,C031,C032,C033,C034,C035,EVS04330,EVS00826,EVS03163,EVS03730,EVS02174,EVS00552,EVS04625,EVS02443,EVS02556,EVS00810,EVS02039,EVS02909,EVS03645,EVS04640,EVS03776,EVS02379,EVS01209,EVS02587,EVS04457,EVS02733
C026,0.03672846774316351,0.07145592745256739,0.09106616881591606,0.13526019710845344,0.1384745495437938,0.09637612164088674,0.10368289983924255,0.09533410391520312,0.06525113630223461,0.0590286584691189,0.05189648954736932,0.1014258674050053,0.061368386647962694,0.07422709455436113,0.10442537256487265,0.10661406010616102,0.0853768636157354,0.03360777487446444,0.10871701095750275,0.06589667682910648,0.09743437965755598,0.10804403080169588,0.08810465167901611,0.10210136456964243,0.03521053925785372,0.10705508821030632,0.0,0.047057943780061354,0.09659942390133557,0.0388175411638638,0.11505010448495892,0.1029395706800022,0.0988806669654775,0.09733803423320284,0.10605071043638185,0.06688558923923998,0.03167915895914855,0.12764214751525557,0.03216652919760354,0.06591703456669953,0.028198657212046754,0.07229852172343296,0.05620426931115016,0.09083617785397184,0.11298131304739942,0.07514175990668195,0.08189171665947671,0.06038952538707991,0.11856249596876663,0.11572170576468437,0.08057931223809404,0.10027331403839443,0.10618126646152748,0.10932659225144167,0.10074593500710362,0.015171387095285755
C027,0.016441085891889907,0.04038231057380049,0.12433698251012619,0.17739222314792277,0.09362484202414485,0.04999367669342412,0.06421524495229963,0.1268189880814841,0.0441906252645598,0.012305044041981199,0.008204132630436336,0.06423583699790286,0.03760979782239078,0.095116979884833,0.07311146640292397,0.06640089682127737,0.06746329866604786,0.017309599436063826,0.13337009218964535,0.01892832534812934,0.06537364644080977,0.09679276932113665,0.12161012901824444,0.0561605085409076,0.0373301025182749,0.07646876449081513,0.047057943780061354,0.0,0.051315660754570946,0.015186865137686467,0.06811532123021706,0.05989606056508029,0.12004410556916902,0.05117020276987869,0.13420173557430967,0.03948066413036912,0.05014403637338073,0.1689041331504154,0.021535801003386035,0.03969492115572171,0.019086827897114772,0.047516212028386,0.03518532931988435,0.10945371029808189,0.1338798325160757,0.04805715359992635,0.09203448252731948,0.07664148792628882,0.07151788833222045,0.06991607339219562,0.05162889982582339,0.058729539216848085,0.06857101156550571,0.13786835859137464,0.08489768522872727,0.03773618040368533
C028,0.06692778148039785,0.03917406296325948,0.15733779620800115,0.2287016214767678,0.04231033469699122,0.03078597385783711,0.024825874954051544,0.15799347999488764,0.07861086449263036,0.042118989259334466,0.050485748194500815,0.03013553698443632,0.049754622344309,0.12134166185205493,0.0838405963671702,0.024321595172675552,0.06395480401563769,0.06842906202109537,0.18045039476087313,0.03581976660325853,0.07771955897695201,0.12490998646642343,0.15505155120700692,0.006658352326648248,0.07329783500366784,0.0872397356681789,0.09659942390133557,0.051315660754570946,0.0,0.06519823969936366,0.02382344403975862,0.05068004007598169,0.1661871742775952,0.00569150929502358,0.16165336345884632,0.044765688005487546,0.10046545382218965,0.22017244281082327,0.06542385621610078,0.0717248517280883,0.06992821472745406,0.048379165818147,0.053213831356508125,0.1550490233336375,0.179339492049475,0.045065307345654955,0.10960484960731731,0.10344207152296665,0.02921370503567451,0.019238537909554602,0.04252387344091557,0.01662761056568783,0.031532278734443836,0.18629312410354507,0.1110358496012966,0.08427983814522483
C029,0.002118393305788568,0.05478461424991916,0.12412055627971184,0.16389485260360592,0.1073345707260205,0.058575403070340856,0.07933791941101115,0.12732367928048496,0.034501023882809796,0.023365318602208588,0.015035373636617942,0.07942255766350885,0.05035167156243093,0.09863696011133537,0.06943072790925188,0.08145687128514209,0.08020817063148787,0.005285927160920114,0.11818353981211316,0.030231818896903385,0.06191924687292657,0.08602851553769504,0.12126790533350068,0.06950387410995004,0.04188412204309692,0.07248289633525548,0.0388175411638638,0.015186865137686467,0.06519823969936366,0.0,0.07980671075026029,0.06412608491296914,0.10489392120790811,0.0643802234165549,0.1360207144505024,0.05316168250174688,0.035362092359505964,0.15519368282780294,0.025199221975485197,0.03200712355746308,0.01284550253121145,0.06100375932862337,0.047005141040593335,0.09435688243512096,0.1187638256345434,0.062004780711796506,0.09864722591033888,0.08091537806977271,0.0825893626453292,0.08320260787341509,0.06598331541322594,0.07367074642827598,0.08375391699729212,0.12273560564798522,0.07520143589217718,0.034288505648471135
C030,0.08179032702357512,0.0629761108631672,0.18074003240287484,0.24323392648112208,0.033987955411881154,0.026392235505630447,0.0429354948442798,0.18155139001781656,0.0838308565714521,0.05674560642617296,0.06482953910723545,0.04955720072153379,0.07331835731311327,0.14506284511347575,0.07734617117627313,0.04074736932927122,0.08704103919516264,0.08397234426678042,0.18845026588553349,0.04975589083593929,0.07288791927686812,0.12295234950712652,0.17840248859110558,0.01725809006875218,0.09535759929702603,0.080323232318368,0.11505010448495892,0.06811532123021706,0.02382344403975862,0.07980671075026029,0.0,0.04148585486185574,0.17360967119002318,0.019857928286543786,0.1854166769577056,0.06850323421936014,0.11365108046696207,0.2342935401479506,0.08550248718775835,0.07692926340978778,0.08719738831987046,0.07218235455621286,0.07649941590413699,0.16226161070764564,0.18595353061535105,0.06881840809341266,0.13340579943960565,0.12704805144740972,0.00558316682988323,0.014211436507812886,0.06601081414771261,0.03611625367786543,0.049133886024204064,0.19555206481466061,0.10899881387273418,0.1041130864824516
C031,0.06621122965889362,0.07907923706058811,0.18408037312592987,0.21766066672170933,0.07515883722760025,0.019938980146996334,0.07549595906634742,0.1863405629694693,0.05156525173446037,0.048240388948070534,0.05264995418386591,0.08066720504512599,0.08497828922882454,0.15314554515683323,0.03586636714878787,0.07473930797353973,0.10866477924535681,0.06936441238846812,0.15447167181540797,0.043508039541999374,0.03184164726653828,0.0822242604991723,0.1813864494206356,0.047946083337864064,0.09634363142815976,0.03884474104534203,0.1029395706800022,0.05989606056508029,0.05068004007598169,0.06412608491296914,0.04148585486185574,0.0,0.13926778777808774,0.045163658479275226,0.19303856197869637,0.08264798591812147,0.09052817435040364,0.2081473438760381,0.08139158160847032,0.04570948300302239,0.07575953609047628,0.08932442710501493,0.085740029925752,0.1279426674120548,0.15051208008422887,0.08726418061355987,0.14668152521820027,0.13444072859643794,0.039461019602290134,0.05444351911516767,0.08703540992973346,0.06730742299049562,0.08220723993324616,0.16294937802255774,0.06841686979924617,0.09679734835504124
C032,0.10388721596134241,0.15895147370059887,0.171929111913244,0.09456509836350378,0.20595311922305576,0.14747385961244724,0.1836747485956541,0.17793917812003568,0.08981300864510772,0.1252289173766593,0.11742409288838604,0.18420431678624352,0.15236099359479247,0.16876809458780875,0.11281158789353118,0.1854982054678151,0.18058376999181866,0.10405604978796294,0.01526995390059929,0.13072618743815162,0.11152298740542603,0.07372784200986489,0.1691556333535019,0.16884067562100635,0.1319409925930671,0.11243388146461233,0.0988806669654775,0.12004410556916902,0.1661871742775952,0.10489392120790811,0.17360967119002318,0.13926778777808774,0.0,0.16373565437531098,0.1912230588741022,0.1563861299104513,0.07270804312744858,0.08459090173921505,0.12140809650474108,0.09668503688419268,0.10762531089199971,0.1636434942827009,0.14794413058030287,0.011372015633402377,0.014223680327428243,0.16536494606188268,0.1798369455113413,0.15795465925020208,0.17420121541060815,0.18152531252350232,0.16991265318421186,0.17737147645808032,0.18843756642491638,0.02575511546166748,0.08122911233436361,0.11221014530395507
C033,0.06620833230310373,0.04346253101061056,0.1608838256662314,0.22823307461210574,0.04309023052102249,0.0253431451892009,0.030350342347784477,0.16171983473195403,0.07537271227935931,0.041042325061557715,0.049433901752411226,0.035798540731447004,0.05352045881419944,0.12532734018230085,0.07874029461093347,0.029622313731241065,0.06919408985761509,0.06795494984545923,0.1781564234416873,0.034369842662928425,0.07278540237276199,0.12054770715887032,0.158544613352332,0.00518105649872966,0.07577681064375383,0.08210626167677323,0.09733803423320284,0.05117020276987869,0.00569150929502358,0.0643802234165549,0.019857928286543786,0.045163658479275226,0.16373565437531098,0.0,0.16572298025604507,0.04884384077092617,0.09938122782261061,0.21957123666007056,0.06679166242446792,0.06843109663219933,0.07010007352217344,0.05299088275255769,0.05664310140661873,0.1525295103630824,0.17672113800634615,0.049821674599997964,0.11414676355341967,0.10724143249867504,0.024942534394381665,0.018826112350821482,0.04759649436680225,0.022196725694316445,0.037064670022506234,0.18431510737447068,0.10662360546629696,0.08558786625928981
C034,0.13448460636529347,0.1224922355185358,0.020522424446902412,0.17686982376795574,0.1920755939987881,0.17886119810959086,0.1509709098645569,0.013935382201591738,0.16878140551331833,0.14502078431533294,0.14220460260490367,0.14473919164529678,0.1122829274915692,0.04046652847299041,0.20542194667053565,0.15450273115951957,0.10454323110951316,0.13124409588182928,0.1957155246181541,0.1495543862577205,0.19785201096635718,0.21409042817805835,0.022817805905051895,0.16829776485901984,0.0969387200518104,0.20850123031778914,0.10605071043638185,0.13420173557430967,0.16165336345884632,0.1360207144505024,0.1854166769577056,0.19303856197869637,0.1912230588741022,0.16572298025604507,0.0,0.11691372536633113,0.13705786305375714,0.1747408687000779,0.11297315718663478,0.1676950997486356,0.12323954400575539,0.11382449820360067,0.10971097706768884,0.18660241728691482,0.20367390933546353,0.11749733499661484,0.05460239064410229,0.058988628027725136,0.190654063642396,0.17821834806574557,0.12145365014154173,0.1537086288567098,0.14831728924006085,0.1908926088288546,0.2065290609636003,0.1025770380870867
C035,0.05361468561179331,0.005991244889657884,0.11286509568568205,0.20198638580669184,0.07975174791893354,0.06512916676693685,0.03976636766096087,0.11332272117321207,0.08320576366117634,0.042196668206121425,0.04581780892090691,0.035879005496846264,0.006103358980413621,0.07657647543330531,0.1064399763441763,0.04318385427057362,0.028523018271413268,0.05276964169792316,0.1687697403173347,0.04249562093076382,0.09889708630189686,0.13571574210930454,0.11065914450868322,0.051420061841573515,0.03447493627284981,0.10997937155787443,0.06688558923923998,0.03948066413036912,0.044765688005487546,0.05316168250174688,0.06850323421936014,0.08264798591812147,0.1563861299104513,0.04884384077092617,0.11691372536633113,0.0,0.08396167230454234,0.19450196738404094,0.036127280961224785,0.07804263952419647,0.04879939207019418,0.00808236618344194,0.01119986433927825,0.1463263875806522,0.17049147087316038,0.008979889506209428,0.06571808766376627,0.05875557270648369,0.0737524477457092,0.0621025111745849,0.013877381660705942,0.03933615622822098,0.04061452902559636,0.17179488639290807,0.12331794405675368,0.051952397206130985
EVS04330,0.0337923445176475,0.08689729405014635,0.12107653188917694,0.12962068313209543,0.14244790001380453,0.09022892677398818,0.11424167711203663,0.12577301677663622,0.04269886588328681,0.05839766117649222,0.05000434474810486,0.11382544666398377,0.07973783077007632,0.10588101349754918,0.08209444826071964,0.11651193397056836,0.10791441889800174,0.03298255484974626,0.08480815065579028,0.06501701358594697,0.0761829114074718,0.07745983460588714,0.11810199925175333,0.10454153294859071,0.060114375041541206,0.08408823058735757,0.03167915895914855,0.05014403637338073,0.10046545382218965,0.035362092359505964,0.11365108046696207,0.09052817435040364,0.07270804312744858,0.09938122782261061,0.13705786305375714,0.08396167230454234,0.0,0.12064249769463681,0.04870013422978776,0.046260274026424714,0.03519311594615056,0.09105315683708258,0.07525503151948051,0.06317551160063069,0.08690246715140391,0.09292060374319375,0.11256838366077355,0.09149079825315168,0.11585850881138934,0.11814930488156987,0.097648464125144,0.10887264562321436,0.1183044799151637,0.08823442876792476,0.07161552851861418,0.04153144915602922
EVS00826,0.15336652313330415,0.19908721587764416,0.15441123287383726,0.010071167078919516,0.2624425760847266,0.21049160085689794,0.23070694614603576,0.16100388823917963,0.1567075107994038,0.17855112874725335,0.17018010453394367,0.2288701582437559,0.1888939687945356,0.17049378554411682,0.18919177714499444,0.23345138425568582,0.2103625366712322,0.15174530956394333,0.07335447872170434,0.1853495592629484,0.185950889664079,0.15673821839777816,0.15253368947380844,0.22468558880235176,0.16148362556336576,0.18967694679526942,0.12764214751525557,0.1689041331504154,0.22017244281082327,0.15519368282780294,0.2342935401479506,0.2081473438760381,0.08459090173921505,0.21957123666007056,0.1747408687000779,0.19450196738404094,0.12064249769463681,0.0,0.159386149787236,0.16244679680744678,0.1508426181819912,0.19960510218929528,0.1836911623050969,0.09236872033324024,0.08433162062358421,0.2026166988429163,0.18848373683159028,0.1685587142363144,0.23643892969221092,0.23839540665456962,0.2081173717785242,0.2265531029692549,0.23360093120104836,0.06091403885804856,0.16189193712165023,0.14256822692662446
EVS03163,0.02437327327217568,0.040027053097155325,0.10280435082807962,0.16720272532708672,0.10678695848609684,0.07039644452689409,0.07154405086080697,0.10533694831294121,0.05969720609991074,0.03332685475974312,0.02930494258949743,0.06948410777884483,0.03133544780425739,0.07442706986600056,0.09306343570830782,0.07445270035217959,0.05928471438804319,0.021897383069100364,0.13328174995207143,0.039161723956474784,0.085385032523396,0.11093112524461596,0.10007478899977822,0.07128591460827886,0.016835912055128466,0.09628879013199863,0.03216652919760354,0.021535801003386035,0.06542385621610078,0.025199221975485197,0.08550248718775835,0.08139158160847032,0.12140809650474108,0.06679166242446792,0.11297315718663478,0.036127280961224785,0.04870013422978776,0.159386149787236,0.0,0.05687567885308716,0.014949823945456018,0.04267560938053304,0.026636252608046453,0.11176632355052643,0.1356013044811866,0.044903851438383664,0.07346498018784373,0.05627908681739579,0.08955456960981933,0.08465920062225926,0.05000383109323117,0.06814259869567488,0.07421760229217451,0.13587889137758444,0.10036161244718785,0.018856324482776157
EVS03730,0.03334192227511192,0.07771299644032179,0.15506794899245838,0.17195129253339136,0.109614914724357,0.05082666938487756,0.09269234173670704,0.15857685226028947,0.0069725468838668665,0.03655881533797894,0.032348444935216686,0.09501473110308302,0.07696427182748865,0.13063559274204978,0.03854580638628091,0.09372789906836296,0.10648874847406874,0.036506277079892395,0.1115721847484376,0.03926028962933313,0.03153314064828457,0.05774491378941897,0.1521698043128985,0.0733546794199892,0.07369419134034509,0.041297451903023315,0.06591703456669953,0.03969492115572171,0.0717248517280883,0.03200712355746308,0.07692926340978778,0.04570948300302239,0.09668503688419268,0.06843109663219933,0.1676950997486356,0.07804263952419647,0.046260274026424714,0.16244679680744678,0.05687567885308716,0.0,0.044553726185353956,0.08611523580063095,0.07484630979546138,0.08533339853188136,0.1090878932329354,0.08602019654127527,0.13024127415300918,0.11290358011152271,0.07758629627066327,0.08538963944764244,0.08867138740879045,0.0852938972846136,0.09849994733500003,0.11904189935061432,0.045327481752245866,0.06526673972246076
EVS02174,0.011245618257792843,0.05172946133868294,0.11128308395093643,0.15913122226268783,0.11219010479173683,0.0682109724094013,0.08040033412754118,0.11447929740405947,0.04639741288384818,0.030849132599215925,0.023785967742803442,0.0793792792488538,0.04477564876212595,0.08617659360104599,0.08225706984402863,0.08294586378688548,0.07370227715900957,0.008054279892041468,0.11998698445203798,0.03775393195911516,0.07475964218724476,0.09658946553188126,0.10843409756356238,0.07502616724494728,0.03048723342990499,0.08528876033804608,0.028198657212046754,0.019086827897114772,0.06992821472745406,0.01284550253121145,0.08719738831987046,0.07575953609047628,0.10762531089199971,0.07010007352217344,0.12323954400575539,0.04879939207019418,0.03519311594615056,0.1508426181819912,0.014949823945456018,0.044553726185353956,0.0,0.05602652586052657,0.04053898781419976,0.09769627098308226,0.12175882153256214,0.057770221481322825,0.08720111748137697,0.06873188861802318,0.09054546355284959,0.08876205217321399,0.06245654521346125,0.07578908776994393,0.08397162783940768,0.12328973479572433,0.08649084988019894,0.021540112929135206
EVS00552,0.06138049893899581,0.010259805654360972,0.11114977817205224,0.2068724470708549,0.0800261889700177,0.0712278262555512,0.03897086539628162,0.11114513862232708,0.09128797408294943,0.050173028789028504,0.05390010845364876,0.03396137587807891,0.011344241479178415,0.0738812917430425,0.11409497168914647,0.04252784578575433,0.0205467913742084,0.06039659533406677,0.1758218913220513,0.05018296615222932,0.10659545434705062,0.14379596934944733,0.10909170410721286,0.054929236785064485,0.03836710382897409,0.11764191553776499,0.07229852172343296,0.047516212028386,0.048379165818147,0.06100375932862337,0.07218235455621286,0.08932442710501493,0.1636434942827009,0.05299088275255769,0.11382449820360067,0.00808236618344194,0.09105315683708258,0.19960510218929528,0.04267560938053304,0.08611523580063095,0.05602652586052657,0.0,0.016218177856964763,0.15370365097810912,0.17778432186500123,0.003914901020460254,0.061225939355805156,0.056851388311987786,0.07759266286189259,0.06439637339167317,0.009307624831287402,0.04021716729208845,0.038466936477963024,0.17855448475465732,0.13137965045241157,0.057173887614881354
EVS04625,0.04707115007092659,0.016793881759927857,0.10424075653997054,0.19107917270552344,0.09019618163072977,0.06971831552525878,0.05077349545197989,0.10514574567151788,0.07933198042990842,0.041074589243852135,0.042651869386381075,0.04706355022149842,0.005231081136617076,0.06924837746895961,0.10622333701228748,0.05413748921341897,0.03333687114478899,0.045663846063874566,0.1599134221199058,0.043198747309255395,0.09853608275167998,0.1318978882795959,0.10190824786614178,0.05983393158653461,0.023275647088574592,0.10970564476970006,0.05620426931115016,0.03518532931988435,0.053213831356508125,0.047005141040593335,0.07649941590413699,0.085740029925752,0.14794413058030287,0.05664310140661873,0.10971097706768884,0.01119986433927825,0.07525503151948051,0.1836911623050969,0.026636252608046453,0.07484630979546138,0.04053898781419976,0.016218177856964763,0.0,0.13816855788854168,0.16211937755862874,0.018940414699799166,0.06094573807085091,0.050839378202337006,0.08151729289543243,0.07142008424106021,0.024429801984469438,0.04977940497836553,0.051805784088265375,0.1624601912254189,0.12008294057024739,0.04113908088422722
EVS02443,0.09343355060148308,0.14870845174162686,0.1677508220204195,0.10242713390755527,0.1946647866398589,0.13611161218653142,0.17283277539655295,0.17358176098975533,0.07845335749562349,0.11429012573448182,0.10657571812007545,0.17350200443484617,0.14247169876691718,0.16229588619881596,0.10193289966857008,0.17459858875284065,0.17104146823260366,0.09375959448084115,0.02653041399422548,0.11968297693949724,0.10043544934445955,0.06453230063792666,0.16491539552868015,0.15762369003442472,0.12298788640368748,0.10167079823602382,0.09083617785397184,0.10945371029808189,0.1550490233336375,0.09435688243512096,0.16226161070764564,0.1279426674120548,0.011372015633402377,0.1525295103630824,0.18660241728691482,0.1463263875806522,0.06317551160063069,0.09236872033324024,0.11176632355052643,0.08533339853188136,0.09769627098308226,0.15370365097810912,0.13816855788854168,0.0,0.024456828514746957,0.15530472415867647,0.1724198651722091,0.15063655859386121,0.1628349823164535,0.17025447298088534,0.15974351558671343,0.1664320544636742,0.1776882767376596,0.03604494297401946,0.07104707245904089,0.10357350472491604
EVS02556,0.11780840467894696,0.1729887192688155,0.1841290047652746,0.09395775737160778,0.21863875621925555,0.1596834639532109,0.19728545233789632,0.1902442059231219,0.10214962434711775,0.13872584906117885,0.13103008958678597,0.19795461617781765,0.16651288956437604,0.1822626339770193,0.12233292711208617,0.19904026653006757,0.19479414794525485,0.11805880574937447,0.011360720715696063,0.14406847434877634,0.1217172000591211,0.08017274977537678,0.181402164881821,0.18179332004052184,0.14615697707820494,0.12163386057328562,0.11298131304739942,0.1338798325160757,0.179339492049475,0.1187638256345434,0.18595353061535105,0.15051208008422887,0.014223680327428243,0.17672113800634615,0.20367390933546353,0.17049147087316038,0.08690246715140391,0.08433162062358421,0.1356013044811866,0.1090878932329354,0.12175882153256214,0.17778432186500123,0.16211937755862874,0.024456828514746957,0.0,0.17947126671698976,0.19370308633834546,0.1718004982181359,0.18632070984460697,0.19429256176446155,0.18398127183221877,0.19086214205021743,0.20214461141716544,0.0234989388909385,0.08936452399022908,0.1264011596940515
EVS00810,0.06250800259167642,0.008585315674206472,0.11500474127470403,0.20996696231274933,0.07612590252781362,0.06884002343270312,0.03505600039071564,0.11495361949059053,0.09139427763606121,0.04974363964526334,0.05402669159548184,0.030081252938625142,0.013787183752176267,0.07764222939093895,0.11294234881202816,0.038613310962804126,0.021636436439452556,0.06171893000737265,0.17772820841420325,0.04921346599047149,0.10551267364832183,0.14376097920146622,0.11295907272593522,0.05156096138348714,0.04166184985635397,0.11649672056804462,0.07514175990668195,0.04805715359992635,0.045065307345654955,0.062004780711796506,0.06881840809341266,0.08726418061355987,0.16536494606188268,0.049821674599997964,0.11749733499661484,0.008979889506209428,0.09292060374319375,0.2026166988429163,0.044903851438383664,0.08602019654127527,0.057770221481322825,0.003914901020460254,0.018940414699799166,0.15530472415867647,0.17947126671698976,0.0,0.06462426788753803,0.060714045368434374,0.07426492862717882,0.060731278959035136,0.0056384701825919195,0.036397090337003196,0.03461412902269202,0.18068899606783903,0.13116600422746694,0.060077632518264916
EVS02039,0.09770374316269023,0.07074505920119875,0.05788139844220072,0.19331590661603593,0.1377416877042881,0.13035350825450814,0.0968606544762676,0.05558409036158541,0.13314663397722945,0.10073750167558115,0.10021152928761333,0.09047387650980422,0.06215553080515435,0.020826122370813976,0.1651271060707504,0.10035385523640102,0.04998934889558844,0.09496046222592777,0.1882646002631798,0.1037987329123035,0.15738720274105894,0.18369927304433187,0.05680249696469151,0.11615003190568236,0.056814504966480286,0.16849877296161603,0.08189171665947671,0.09203448252731948,0.10960484960731731,0.09864722591033888,0.13340579943960565,0.14668152521820027,0.1798369455113413,0.11414676355341967,0.05460239064410229,0.06571808766376627,0.11256838366077355,0.18848373683159028,0.07346498018784373,0.13024127415300918,0.08720111748137697,0.061225939355805156,0.06094573807085091,0.1724198651722091,0.19370308633834546,0.06462426788753803,0.0,0.021921374614747476,0.13881795540923536,0.12507470441300694,0.06798588402013997,0.10015993303212985,0.09390420229148491,0.1868800942315766,0.17365205678309692,0.07139913058994359
EVS02909,0.07971084004701222,0.06455887273657449,0.05430330191688273,0.17385397971271088,0.13675816965751678,0.11989116731915501,0.09550771713827075,0.05456740023323978,0.11512367939572742,0.08678856927042271,0.08480763335835803,0.08989239593494612,0.05372970646117558,0.01870852536737434,0.14929967814944622,0.09908323527341786,0.05319555769693943,0.07672446484842552,0.1663454024143789,0.09093806558894557,0.14160231752467362,0.16438726577117813,0.05224663204315624,0.11010023528928065,0.039522886362644824,0.1525478867131627,0.06038952538707991,0.07664148792628882,0.10344207152296665,0.08091537806977271,0.12704805144740972,0.13444072859643794,0.15795465925020208,0.10724143249867504,0.058988628027725136,0.05875557270648369,0.09149079825315168,0.1685587142363144,0.05627908681739579,0.11290358011152271,0.06873188861802318,0.056851388311987786,0.050839378202337006,0.15063655859386121,0.1718004982181359,0.060714045368434374,0.021921374614747476,0.0,0.1321774401212251,0.1207629680531268,0.06538351435186082,0.09704917780177383,0.09401013262941263,0.16503667939280015,0.15499194430679097,0.050975239793450075
EVS03645,0.0846132236710093,0.06828855765136602,0.18573949613506208,0.24547652148333768,0.0357855450489171,0.026766153059317583,0.04841204166366451,0.18663637239936975,0.08440327936464752,0.05984228346702038,0.06773088443073036,0.055069814495309774,0.07846164004254344,0.15026724840842898,0.07522657594122435,0.04614481192311519,0.09260759721194721,0.08693507090954243,0.18914489726324216,0.05286232066616356,0.0712275396702952,0.12153570753746586,0.18337680786720328,0.022722110831958433,0.09992456809836313,0.07806836453828257,0.11856249596876663,0.07151788833222045,0.02921370503567451,0.0825893626453292,0.00558316682988323,0.039461019602290134,0.17420121541060815,0.024942534394381665,0.190654063642396,0.0737524477457092,0.11585850881138934,0.23643892969221092,0.08955456960981933,0.07758629627066327,0.09054546355284959,0.07759266286189259,0.08151729289543243,0.1628349823164535,0.18632070984460697,0.07426492862717882,0.13881795540923536,0.1321774401212251,0.0,0.018966405774416332,0.07152992499646864,0.04167921128092151,0.054542792594436465,0.19653740921259985,0.10764614325185289,0.1080266306287419
EVS04640,0.08503416019459527,0.0562232417430357,0.1749569269095296,0.24705863250596244,0.02452459208324643,0.03706058410611821,0.0306748360891635,0.17529229908670735,0.09236197539106047,0.05985557926412955,0.06824187269697357,0.03752542000794693,0.0675387330267762,0.13821640630450852,0.09007330852636664,0.027986351996207907,0.07700306302868794,0.08677137425780033,0.19610388259568456,0.05313480222019786,0.0851005265327364,0.13458083025534176,0.1727611104653111,0.013756888948618512,0.09224834839274353,0.09318427573878924,0.11572170576468437,0.06991607339219562,0.019238537909554602,0.08320260787341509,0.014211436507812886,0.05444351911516767,0.18152531252350232,0.018826112350821482,0.17821834806574557,0.0621025111745849,0.11814930488156987,0.23839540665456962,0.08465920062225926,0.08538963944764244,0.08876205217321399,0.06439637339167317,0.07142008424106021,0.17025447298088534,0.19429256176446155,0.060731278959035136,0.12507470441300694,0.1207629680531268,0.018966405774416332,0.0,0.057089685180429506,0.025186740102681453,0.03634292806035523,0.20255513479544315,0.12058937222241983,0.10351449624568786
EVS03776,0.06661146965801844,0.01124659494574793,0.11959231766502149,0.21550535561105397,0.07138286797107553,0.06810594431230589,0.03012800177257965,0.11934911291640614,0.09427972184478198,0.05215607716798926,0.05708903390105724,0.02479373738894634,0.019224014237536228,0.08190647620408562,0.11408681673037281,0.033702880181846626,0.021851234539080572,0.06601400788263978,0.1824397096814068,0.050904833557487816,0.10677535268529699,0.14638615508280378,0.11760751918080421,0.048827473885785566,0.04728349378226515,0.11764530538783935,0.08057931223809404,0.05162889982582339,0.04252387344091557,0.06598331541322594,0.06601081414771261,0.08703540992973346,0.16991265318421186,0.04759649436680225,0.12145365014154173,0.013877381660705942,0.097648464125144,0.2081173717785242,0.05000383109323117,0.08867138740879045,0.06245654521346125,0.009307624831287402,0.024429801984469438,0.15974351558671343,0.18398127183221877,0.0056384701825919195,0.06798588402013997,0.06538351435186082,0.07152992499646864,0.057089685180429506,0.0,0.03226646427795012,0.029226258227830156,0.1855959627847637,0.1335777229518461,0.06555475486186695
EVS02379,0.0751140552826169,0.03334906289933415,0.15135240996827104,0.23469952385303683,0.04043821798631521,0.04740940247949052,0.008218741443052733,0.15135063710657823,0.09200037442497719,0.05214531482018527,0.0600310659419959,0.013823838011727102,0.04523998153681676,0.11401717269172305,0.10018002849671873,0.008439927526012405,0.05181762287419384,0.07597530857085148,0.19121874073381118,0.04699104085488253,0.09387604799057042,0.14011895946118894,0.1492708407782178,0.020558177888973853,0.07227398483764445,0.10361119648672469,0.10027331403839443,0.058729539216848085,0.01662761056568783,0.07367074642827598,0.03611625367786543,0.06730742299049562,0.17737147645808032,0.022196725694316445,0.1537086288567098,0.03933615622822098,0.10887264562321436,0.2265531029692549,0.06814259869567488,0.0852938972846136,0.07578908776994393,0.04021716729208845,0.04977940497836553,0.1664320544636742,0.19086214205021743,0.036397090337003196,0.10015993303212985,0.09704917780177383,0.04167921128092151,0.025186740102681453,0.03226646427795012,0.0,0.014909648855691144,0.19629003705995973,0.12635927679437478,0.08657647236979875
EVS01209,0.08496659270560264,0.035195702718821484,0.14790038289133609,0.2413996739349927,0.0438604572176185,0.062317309461638326,0.0067144004039577316,0.14726130104061955,0.10504582295545097,0.06383887657876287,0.07117990497473363,0.004772956787953469,0.04669220171862308,0.10971334198341906,0.11497191381167463,0.008402057845443255,0.04401705564505751,0.08536176244491245,0.20191894938764185,0.05949025861767836,0.10857509303404742,0.15418226131230503,0.14603624227513712,0.03500599786191261,0.07507740822165802,0.11841825398706883,0.10618126646152748,0.06857101156550571,0.031532278734443836,0.08375391699729212,0.049133886024204064,0.08220723993324616,0.18843756642491638,0.037064670022506234,0.14831728924006085,0.04061452902559636,0.1183044799151637,0.23360093120104836,0.07421760229217451,0.09849994733500003,0.08397162783940768,0.038466936477963024,0.051805784088265375,0.1776882767376596,0.20214461141716544,0.03461412902269202,0.09390420229148491,0.09401013262941263,0.054542792594436465,0.03634292806035523,0.029226258227830156,0.014909648855691144,0.0,0.20637155704214638,0.1405179626844806,0.09168716523591475
